#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16903459","Закрыта","22.09.2021 11:57:11","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 11:57:11","нет","904","904","904","Technology TT","23.09.2021 3:01:44","904"
"TT16867760","Закрыта","17.09.2021 13:59:09","Претензия","CCB","Обратная связь на работу оператора КЦ","22.09.2021 13:59:09","нет","8750","8750","8750","Мониторинг","23.09.2021 15:49:16","8750"
"TT16905455","Закрыта","22.09.2021 15:18:44","Администрирование","Администрирование B2B","Расторжение договора (полное)","23.09.2021 15:18:44","нет","1250","1250","1250","B2B Admin","23.09.2021 12:08:28","1250"
"TT16900496","Закрыта","22.09.2021 5:18:02","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 17:18:02","нет","226","226","226","OBO","23.09.2021 8:30:39","226"
"TT16906301","Закрыта","22.09.2021 16:45:40","Администрирование","Администрирование B2C","Корректировка РФА","24.09.2021 16:45:40","нет","1440","1440","1440","OBO","23.09.2021 16:45:39","1440"
"TT16911036","Закрыта","23.09.2021 11:16:43","MVNO","SMS (MVNO)","Не получить от Банков/Сервисов","24.09.2021 11:16:43","нет","139","110","110","OBO","23.09.2021 13:06:27","110"
"TT16911036","Закрыта","23.09.2021 11:16:43","MVNO","SMS (MVNO)","Не получить от Банков/Сервисов","24.09.2021 11:16:43","нет","139","29","29","GPB L2","23.09.2021 13:35:48","29"
"TT16904064","Закрыта","22.09.2021 13:00:32","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 5:00:32","нет","841","841","841","Technology TT","23.09.2021 3:01:44","841"
"TT16901530","Закрыта","22.09.2021 9:12:58","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 1:12:58","нет","1069","1069","1069","Technology TT","23.09.2021 3:01:44","1069"
"TT16909825","Закрыта","23.09.2021 9:28:39","Администрирование","Администрирование B2C","Ошибочный наличный платёж","23.09.2021 17:28:39","нет","26","26","26","OBO","23.09.2021 9:54:54","26"
"TT16915605","Закрыта","23.09.2021 19:52:42","Администрирование","Администрирование B2C","Ошибочный наличный платёж","24.09.2021 3:52:42","нет","25","25","25","OBO","23.09.2021 20:17:36","25"
"TT16904248","Закрыта","22.09.2021 13:19:39","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 13:19:39","нет","822","822","822","Technology TT","23.09.2021 3:01:44","822"
"TT16900304","Закрыта","22.09.2021 3:14:29","Претензия","Технологическая заявка","Низкая скорость передачи данных","21.01.2022 19:14:29","нет","1427","1427","1427","Technology TT","23.09.2021 3:01:44","1427"
"TT16907821","Закрыта","22.09.2021 20:51:20","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 20:51:20","нет","370","370","370","Technology TT","23.09.2021 3:01:44","370"
"TT16901294","Закрыта","22.09.2021 8:39:36","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 0:39:36","нет","1102","1102","1102","Technology TT","23.09.2021 3:01:44","1102"
"TT16908029","Закрыта","22.09.2021 21:56:38","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 13:56:38","нет","305","305","305","Technology TT","23.09.2021 3:01:44","305"
"TT16907690","Закрыта","22.09.2021 20:16:15","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 12:16:15","нет","405","405","405","Technology TT","23.09.2021 3:01:44","405"
"TT16906620","Закрыта","22.09.2021 17:18:39","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 17:18:39","нет","615","615","615","OBO","23.09.2021 3:33:34","615"
"TT16848644","Закрыта","15.09.2021 8:50:51","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","30.09.2021 8:50:51","нет","11592","11592","11592","OBO","23.09.2021 10:02:26","11592"
"TT16905378","Закрыта","22.09.2021 15:10:55","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 7:10:55","нет","711","711","711","Technology TT","23.09.2021 3:01:44","711"
"TT16909150","Закрыта","23.09.2021 7:36:11","Администрирование","Администрирование B2C","Переформление по смерти абонента","28.09.2021 7:36:11","нет","10","10","10","OBO","23.09.2021 7:46:32","10"
"TT16913759","Закрыта","23.09.2021 15:35:52","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","28.09.2021 15:35:52","нет","18","18","18","OBO","23.09.2021 15:53:32","18"
"TT16910505","Закрыта","23.09.2021 10:37:06","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","24.09.2021 10:37:06","нет","339","270","68","B2B Admin","23.09.2021 19:45:36","338"
"TT16910505","Закрыта","23.09.2021 10:37:06","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","24.09.2021 10:37:06","нет","339","1","1","Corp MOS","23.09.2021 15:15:00","1"
"TT16907108","Закрыта","22.09.2021 18:26:17","Претензия","CCB","Обратная связь на работу оператора КЦ","27.09.2021 18:26:17","нет","1111","1111","1111","Мониторинг","23.09.2021 12:57:55","1111"
"TT16910630","Закрыта","23.09.2021 10:45:11","Администрирование","Администрирование B2B","Заявка потенциального клиента","24.09.2021 10:45:08","нет","15","15","15","DS MOS","23.09.2021 11:00:46","15"
"TT16902734","Закрыта","22.09.2021 11:04:07","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 11:04:07","нет","1422","1422","1422","OBO","23.09.2021 10:46:44","1422"
"TT16908434","Закрыта","23.09.2021 2:19:29","Администрирование","ГОЗ (corpzapros)","Вопросы по договору ","24.09.2021 2:19:29","нет","167","167","167","Corp IRK","23.09.2021 5:07:49","167"
"TT16905956","Закрыта","22.09.2021 16:10:20","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 16:10:20","нет","1453","1453","1453","OBO","23.09.2021 16:23:51","1453"
"TT16914301","Закрыта","23.09.2021 16:37:31","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 16:37:31","нет","228","228","228","OBO","23.09.2021 20:25:17","228"
"TT16907431","Закрыта","22.09.2021 19:24:00","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","22.10.2021 19:24:00","нет","457","457","457","Technology TT","23.09.2021 3:01:44","457"
"TT16902253","Закрыта","22.09.2021 10:24:00","Администрирование","Администрирование B2B","Прямой номер (мультинамберинг)","23.09.2021 10:24:00","нет","1176","1176","1176","B2B Admin","23.09.2021 6:00:57","1176"
"TT16907509","Закрыта","22.09.2021 19:39:16","Претензия","CCB","Жалоба на сотрудника телемаркетинга","23.09.2021 19:39:16","нет","442","442","442","Technology TT","23.09.2021 3:01:44","442"
"TT16902326","Закрыта","22.09.2021 10:27:23","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","22.01.2022 2:27:23","нет","994","994","994","Technology TT","23.09.2021 3:01:44","994"
"TT16913191","Закрыта","23.09.2021 14:40:52","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 14:40:52","нет","270","270","270","OBO","23.09.2021 19:10:09","270"
"TT16880079","Закрыта","19.09.2021 14:19:47","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","24.09.2021 14:19:47","нет","5909","5909","5909","BO MOS","23.09.2021 16:48:37","5909"
"TT16909648","Закрыта","23.09.2021 9:04:35","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 21:04:35","нет","54","54","54","OBO","23.09.2021 11:57:18","54"
"TT16914215","Закрыта","23.09.2021 16:28:11","Администрирование","Администрирование B2B","Заявка потенциального клиента","24.09.2021 16:28:11","нет","2","2","2","DS SPB","23.09.2021 16:30:52","2"
"TT16912454","Закрыта","23.09.2021 13:22:11","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 13:22:11","нет","119","119","119","OBO","23.09.2021 15:21:32","119"
"TT16912739","Закрыта","23.09.2021 13:50:46","Администрирование","Администрирование B2B","Заявка потенциального клиента","24.09.2021 13:50:46","нет","10","10","10","DS CHE","23.09.2021 14:00:31","10"
"TT16752034","Закрыта","03.09.2021 10:34:06","MVNO","Телефония (MVNO)","Исходящие местные вызовы","20.09.2021 10:34:06","нет","29135","6452","6452","Tech KAM","08.09.2021 2:58:40","6452"
"TT16752034","Закрыта","03.09.2021 10:34:06","MVNO","Телефония (MVNO)","Исходящие местные вызовы","20.09.2021 10:34:06","нет","29135","22140","22140","RT L2","23.09.2021 16:11:15","22140"
"TT16752034","Закрыта","03.09.2021 10:34:06","MVNO","Телефония (MVNO)","Исходящие местные вызовы","20.09.2021 10:34:06","нет","29135","290","253","OBO","08.09.2021 7:11:09","543"
"TT16477066","Закрыта","01.08.2021 11:21:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","01.10.2021 11:21:12","нет","76049","41540","23324","OBO","23.09.2021 6:50:45","64864"
"TT16477066","Закрыта","01.08.2021 11:21:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","01.10.2021 11:21:12","нет","76049","11185","11185","Координатор OBO","25.08.2021 10:30:49","11185"
"TT16911198","Закрыта","23.09.2021 11:32:07","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 11:32:07","нет","103","103","103","OBO","23.09.2021 13:15:23","103"
"TT16913762","Закрыта","23.09.2021 15:36:10","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 15:36:10","нет","265","265","265","OBO","23.09.2021 20:01:48","265"
"TT16898707","Закрыта","21.09.2021 18:17:08","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 6:17:08","нет","864","864","864","OBO","23.09.2021 5:49:25","864"
"TT16904270","Закрыта","22.09.2021 13:21:20","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","23.09.2021 13:21:20","нет","1269","1269","1269","B2B Admin","23.09.2021 10:30:56","1269"
"TT16865869","Закрыта","17.09.2021 11:07:14","Администрирование","Администрирование B2C","Перечисление на номер телефона","02.10.2021 11:07:14","нет","8967","8899","8899","BO MOS","23.09.2021 15:26:31","8899"
"TT16865869","Закрыта","17.09.2021 11:07:14","Администрирование","Администрирование B2C","Перечисление на номер телефона","02.10.2021 11:07:14","нет","8967","68","68","OBO","23.09.2021 16:34:24","68"
"TT16911850","Закрыта","23.09.2021 12:21:51","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 0:21:51","нет","114","114","114","OBO","23.09.2021 20:39:53","114"
"TT16905784","Закрыта","22.09.2021 15:52:40","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 15:52:40","нет","1262","1262","1262","BO MOS","23.09.2021 12:54:34","1262"
"TT16902422","Закрыта","22.09.2021 10:36:28","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 10:36:28","нет","985","985","985","Technology TT","23.09.2021 3:01:44","985"
"TT16903890","Закрыта","22.09.2021 12:40:39","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 12:40:39","нет","94","94","94","OBO","23.09.2021 7:07:19","94"
"TT16905093","Закрыта","22.09.2021 14:45:38","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 6:45:38","нет","736","736","736","Technology TT","23.09.2021 3:01:44","736"
"TT16842206","Закрыта","14.09.2021 11:31:51","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","24.09.2021 11:31:51","нет","12864","12864","12864","OBO","23.09.2021 9:55:26","12864"
"TT16909951","Закрыта","23.09.2021 9:43:58","Администрирование","Администрирование B2B","Бизнес окружение","23.09.2021 21:43:58","нет","451","451","451","OBO","23.09.2021 17:14:42","451"
"TT16907593","Закрыта","22.09.2021 19:53:06","Претензия","MNP","Перезаведение портации","25.09.2021 19:53:06","нет","1548","1548","1548","OBO","23.09.2021 21:41:43","1548"
"TT16477991","Закрыта","01.08.2021 13:15:39","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","01.10.2021 13:15:39","нет","76139","41744","23253","OBO","23.09.2021 10:14:42","64997"
"TT16477991","Закрыта","01.08.2021 13:15:39","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","01.10.2021 13:15:39","нет","76139","11142","11142","Координатор OBO","25.08.2021 10:30:21","11142"
"TT16905794","Закрыта","22.09.2021 15:53:30","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","22.01.2022 7:53:30","нет","668","668","668","Technology TT","23.09.2021 3:01:44","668"
"TT16889881","Закрыта","20.09.2021 18:33:04","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","30.09.2021 18:33:04","нет","3703","3703","3703","OBO","23.09.2021 8:16:24","3703"
"TT16906182","Закрыта","22.09.2021 16:33:28","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 8:33:28","нет","628","628","628","Technology TT","23.09.2021 3:01:44","628"
"TT16877728","Закрыта","19.09.2021 8:26:02","Претензия","CCB","Обратная связь на работу оператора КЦ","24.09.2021 8:26:02","нет","6233","6233","6233","Мониторинг","23.09.2021 16:19:55","6233"
"TT16906049","Закрыта","22.09.2021 16:19:59","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 8:19:59","нет","641","641","641","Technology TT","23.09.2021 3:01:44","641"
"TT16835865","Закрыта","13.09.2021 16:10:43","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","28.09.2021 16:10:43","нет","13937","13937","13937","OBO","23.09.2021 12:58:57","13937"
"TT16896378","Закрыта","21.09.2021 14:03:41","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 2:03:41","нет","145","145","145","OBO","23.09.2021 3:04:33","145"
"TT16909490","Закрыта","23.09.2021 8:38:23","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","23.01.2022 0:38:23","нет","864","864","864","Technology TT","23.09.2021 23:02:22","864"
"TT16905454","Закрыта","22.09.2021 15:18:44","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 15:18:44","нет","703","703","703","Technology TT","23.09.2021 3:01:44","703"
"TT16904029","Закрыта","22.09.2021 12:57:04","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","22.01.2022 4:57:04","нет","844","844","844","Technology TT","23.09.2021 3:01:44","844"
"TT16893963","Закрыта","21.09.2021 10:41:47","Претензия","CCB","Обратная связь на работу оператора КЦ","26.09.2021 10:41:47","нет","2882","2882","2882","Мониторинг","23.09.2021 10:43:26","2882"
"TT16901857","Закрыта","22.09.2021 9:51:24","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 9:51:24","нет","1030","1030","1030","Technology TT","23.09.2021 3:01:44","1030"
"TT16903478","Закрыта","22.09.2021 11:58:49","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 11:58:49","нет","1454","1454","1454","OBO","23.09.2021 12:12:02","1454"
"TT16902701","Закрыта","22.09.2021 11:01:24","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 11:01:24","нет","1414","1414","1414","OBO","23.09.2021 10:35:20","1414"
"TT16485947","Закрыта","02.08.2021 13:29:34","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","02.10.2021 13:29:34","нет","75071","42130","24420","OBO","23.09.2021 16:40:49","66550"
"TT16485947","Закрыта","02.08.2021 13:29:34","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","02.10.2021 13:29:34","нет","75071","8521","8521","Координатор OBO","25.08.2021 10:30:50","8521"
"TT16911286","Закрыта","23.09.2021 11:39:59","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 11:39:59","нет","124","124","124","OBO","23.09.2021 13:44:31","124"
"TT16906330","Закрыта","22.09.2021 16:48:47","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","22.01.2022 8:48:47","нет","613","613","613","Technology TT","23.09.2021 3:01:44","613"
"TT16906522","Закрыта","22.09.2021 17:08:12","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 17:08:12","нет","1425","1425","1425","OBO","23.09.2021 16:53:39","1425"
"TT16908812","Закрыта","23.09.2021 6:08:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 6:08:00","нет","81","81","81","OBO","23.09.2021 7:29:16","81"
"TT16901248","Закрыта","22.09.2021 8:32:34","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 0:32:34","нет","1109","1109","1109","Technology TT","23.09.2021 3:01:44","1109"
"TT16899318","Закрыта","21.09.2021 19:52:19","Претензия","CCB","Обратная связь на работу оператора КЦ","26.09.2021 19:52:19","нет","2388","2388","2388","Мониторинг","23.09.2021 11:40:08","2388"
"TT16815571","Закрыта","10.09.2021 15:33:58","Претензия","SMS Target","Прочие проблемы","13.09.2021 15:33:58","нет","1467","1467","1467","OBO","23.09.2021 15:42:29","1467"
"TT16483004","Закрыта","02.08.2021 9:49:09","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","02.10.2021 9:49:09","нет","75041","41880","24510","OBO","23.09.2021 12:30:22","66390"
"TT16483004","Закрыта","02.08.2021 9:49:09","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","02.10.2021 9:49:09","нет","75041","8651","8651","Координатор OBO","25.08.2021 10:30:44","8651"
"TT16907984","Закрыта","22.09.2021 21:41:20","Претензия","SMS","Не отправить SMS на другого оператора","23.09.2021 21:41:20","нет","719","719","719","OBO","23.09.2021 9:40:02","719"
"TT16699364","Закрыта","27.08.2021 16:23:24","Претензия","Wink","Проблемы с услугой Wink","31.08.2021 16:23:24","нет","35156","5669","255","WEB Support","16.09.2021 18:36:42","5924"
"TT16699364","Закрыта","27.08.2021 16:23:24","Претензия","Wink","Проблемы с услугой Wink","31.08.2021 16:23:24","нет","35156","2666","79","OBO","23.09.2021 9:43:31","4407"
"TT16699364","Закрыта","27.08.2021 16:23:24","Претензия","Wink","Проблемы с услугой Wink","31.08.2021 16:23:24","нет","35156","10088","56","ESB Support","21.09.2021 13:17:52","24825"
"TT16859066","Закрыта","16.09.2021 12:53:55","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","26.09.2021 12:53:55","нет","10187","10187","10187","OBO","23.09.2021 14:40:49","10187"
"TT16901655","Закрыта","22.09.2021 9:27:06","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 1:27:06","нет","1054","1054","1054","Technology TT","23.09.2021 3:01:44","1054"
"TT16906498","Закрыта","22.09.2021 17:05:48","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 9:05:48","нет","596","596","596","Technology TT","23.09.2021 3:01:44","596"
"TT16911950","Закрыта","23.09.2021 12:29:43","Администрирование","Администрирование B2B","Добавление платных услуг","23.09.2021 20:29:43","нет","6","6","6","B2B Admin","23.09.2021 12:36:06","6"
"TT16907904","Закрыта","22.09.2021 21:16:26","Претензия","CCB","Обратная связь на работу оператора КЦ","27.09.2021 21:16:26","нет","1035","1035","1035","Мониторинг","23.09.2021 14:31:15","1035"
"TT16912837","Закрыта","23.09.2021 14:03:09","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 2:03:09","нет","24","24","24","OBO","23.09.2021 16:34:49","24"
"TT16894065","Закрыта","21.09.2021 10:48:44","Администрирование","Администрирование B2C","Перечисление на номер телефона","06.10.2021 10:48:44","нет","2981","2981","2981","OBO","23.09.2021 12:29:09","2981"
"TT16907854","Закрыта","22.09.2021 21:02:09","Претензия","CCB","Жалоба на сотрудника телемаркетинга","23.09.2021 21:02:09","нет","359","359","359","Technology TT","23.09.2021 3:01:44","359"
"TT16878730","Закрыта","19.09.2021 11:18:43","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","24.09.2021 11:18:43","нет","5806","5806","5806","BO MOS","23.09.2021 12:04:52","5806"
