#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16921865","Закрыта","24.09.2021 15:59:28","Претензия","Технологическая заявка","Слабое покрытие в помещении","24.01.2022 7:59:28","нет","662","662","662","Technology TT","25.09.2021 3:01:21","662"
"TT16920927","Закрыта","24.09.2021 14:18:38","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 14:18:38","нет","1173","1173","1173","OBO","25.09.2021 9:51:07","1173"
"TT16924948","Закрыта","25.09.2021 8:07:41","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.10.2021 8:07:41","нет","590","590","590","OBO","25.09.2021 17:57:29","590"
"TT16888750","Закрыта","20.09.2021 16:19:40","Администрирование","Администрирование B2C","Возврат денежных средств","05.10.2021 16:19:40","нет","4013","4013","4013","OBO","25.09.2021 7:10:22","4013"
"TT16927546","Закрыта","25.09.2021 14:14:17","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 14:14:17","нет","198","198","198","OBO","25.09.2021 17:32:03","198"
"TT16922104","Закрыта","24.09.2021 16:23:17","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 16:23:17","нет","1159","1159","1159","OBO","25.09.2021 11:42:48","1159"
"TT16920723","Закрыта","24.09.2021 13:58:56","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 13:58:56","нет","1102","1102","1102","OBO","25.09.2021 8:20:45","1102"
"TT16922087","Закрыта","24.09.2021 16:21:43","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 8:21:43","нет","640","640","640","Technology TT","25.09.2021 3:01:21","640"
"TT16917333","Закрыта","24.09.2021 8:14:16","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 0:14:16","нет","1127","1127","1127","Technology TT","25.09.2021 3:01:21","1127"
"TT16913460","Закрыта","23.09.2021 15:06:03","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","03.10.2021 15:06:03","нет","2826","2826","2826","OBO","25.09.2021 14:12:30","2826"
"TT16898447","Закрыта","21.09.2021 17:43:30","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","26.09.2021 17:43:30","нет","5822","5822","5822","BO MOS","25.09.2021 18:45:57","5822"
"TT16921725","Закрыта","24.09.2021 15:43:25","Претензия","NPS","Передача данных - Нет соединения","24.09.2022 15:43:25","нет","677","677","677","NPS","25.09.2021 3:00:20","677"
"TT16902939","Закрыта","22.09.2021 11:17:27","Администрирование","Администрирование B2B","Списание за категорийный номер","25.09.2021 23:17:27","нет","4596","265","10","B2B Admin","25.09.2021 15:53:28","275"
"TT16902939","Закрыта","22.09.2021 11:17:27","Администрирование","Администрирование B2B","Списание за категорийный номер","25.09.2021 23:17:27","нет","4596","4321","4321","Corp CHE","25.09.2021 15:43:50","4321"
"TT16916045","Закрыта","23.09.2021 22:03:49","Претензия","Претензии к дилеру","Не выполнена операция клиента","30.09.2021 22:03:49","нет","2169","2169","2169","OBO","25.09.2021 10:12:29","2169"
"TT16920839","Закрыта","24.09.2021 14:10:41","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 6:10:41","нет","771","771","771","Technology TT","25.09.2021 3:01:21","771"
"TT16921531","Закрыта","24.09.2021 15:23:19","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 15:23:19","нет","849","849","849","OBO","25.09.2021 5:32:52","849"
"TT16923710","Закрыта","24.09.2021 20:44:08","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 4:44:08","нет","466","466","466","OBO","25.09.2021 4:30:53","466"
"TT16914407","Закрыта","23.09.2021 16:48:37","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 4:48:37","нет","658","658","658","OBO","25.09.2021 6:42:04","658"
"TT16926815","Закрыта","25.09.2021 12:36:01","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.09.2021 12:36:01","нет","471","471","471","OBO","25.09.2021 20:27:22","471"
"TT16926942","Закрыта","25.09.2021 12:49:42","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 0:49:42","нет","47","47","47","OBO","25.09.2021 16:09:47","47"
"TT16927379","Закрыта","25.09.2021 13:50:24","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 13:50:24","нет","159","159","159","OBO","25.09.2021 16:29:39","159"
"TT16928974","Закрыта","25.09.2021 17:49:31","Претензия","Передача данных","Нет соединения 4G","28.09.2021 17:49:31","нет","19","19","19","OBO","25.09.2021 18:08:46","19"
"TT16887879","Закрыта","20.09.2021 14:50:10","Администрирование","Администрирование B2C","Перечисление на номер телефона","05.10.2021 14:50:10","нет","2802","2802","2802","OBO","25.09.2021 5:51:59","2802"
"TT16699197","Закрыта","27.08.2021 16:06:59","Администрирование","Администрирование B2B","Внесение данных конечных пользователей","28.08.2021 16:06:59","нет","41908","41908","41908","OBO","25.09.2021 18:35:46","41908"
"TT16904827","Закрыта","22.09.2021 14:19:22","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","02.10.2021 14:19:22","нет","4449","4449","4449","OBO","25.09.2021 16:28:28","4449"
"TT16924832","Закрыта","25.09.2021 7:37:03","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 7:37:03","нет","170","170","170","OBO","25.09.2021 10:27:53","170"
"TT16905767","Закрыта","22.09.2021 15:50:51","Претензия","Тарификация","Проблемы со списанием АП","26.09.2021 15:50:51","нет","4019","1661","932","NPD_CC_PCI_troubles","24.09.2021 16:56:36","2593"
"TT16905767","Закрыта","22.09.2021 15:50:51","Претензия","Тарификация","Проблемы со списанием АП","26.09.2021 15:50:51","нет","4019","1073","88","OBO","25.09.2021 10:49:39","1426"
"TT16922149","Закрыта","24.09.2021 16:28:05","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 16:28:05","нет","1158","1158","1158","OBO","25.09.2021 11:46:46","1158"
"TT16920019","Закрыта","24.09.2021 12:54:33","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 4:54:33","нет","847","847","847","Technology TT","25.09.2021 3:01:21","847"
"TT16912884","Закрыта","23.09.2021 14:07:51","Администрирование","Администрирование B2C","Отзыв согласия на использование ПЭП","26.09.2021 14:07:51","нет","2608","2608","2608","OBO","25.09.2021 9:35:47","2608"
"TT16922713","Закрыта","24.09.2021 17:36:23","Претензия","NPS","Телефония - Сеть недоступна","24.09.2022 17:36:23","нет","564","564","564","NPS","25.09.2021 3:00:20","564"
"TT16921707","Закрыта","24.09.2021 15:41:05","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 15:41:05","нет","1152","1152","1152","OBO","25.09.2021 10:53:50","1152"
"TT16921006","Закрыта","24.09.2021 14:27:32","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 6:27:32","нет","754","754","754","Technology TT","25.09.2021 3:01:21","754"
"TT16918080","Закрыта","24.09.2021 9:50:04","Претензия","NPS","Телефония - Шумы, помехи","24.09.2022 9:50:04","нет","1030","1030","1030","NPS","25.09.2021 3:00:20","1030"
"TT16922797","Закрыта","24.09.2021 17:48:04","Претензия","CAMEL/внутрисетевой роуминг","Не зарегистрироваться в гостевой сети","27.09.2021 17:48:04","нет","1173","1173","1173","OBO","25.09.2021 13:21:19","1173"
"TT16924808","Закрыта","25.09.2021 7:30:25","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 15:30:25","нет","54","54","54","OBO","25.09.2021 8:24:37","54"
"TT16927438","Закрыта","25.09.2021 13:58:01","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 1:58:01","нет","7","7","7","OBO","25.09.2021 14:05:31","7"
"TT16919399","Закрыта","24.09.2021 12:05:03","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 4:05:03","нет","896","896","896","Technology TT","25.09.2021 3:01:21","896"
"TT16917715","Закрыта","24.09.2021 9:14:10","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.01.2022 1:14:10","нет","1067","1067","1067","Technology TT","25.09.2021 3:01:21","1067"
"TT16926698","Закрыта","25.09.2021 12:21:43","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 12:21:43","нет","65","65","65","OBO","25.09.2021 13:26:08","65"
"TT16921177","Закрыта","24.09.2021 14:46:20","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 6:46:20","нет","735","735","735","Technology TT","25.09.2021 3:01:21","735"
"TT16916280","Закрыта","24.09.2021 0:23:48","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","24.10.2021 0:23:48","нет","1598","1598","1598","Technology TT","25.09.2021 3:01:21","1598"
"TT16923069","Закрыта","24.09.2021 18:32:34","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 10:32:34","нет","509","509","509","Technology TT","25.09.2021 3:01:21","509"
"TT16922915","Закрыта","24.09.2021 18:05:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 18:05:00","нет","1195","1195","1195","OBO","25.09.2021 15:40:29","1195"
"TT16920585","Закрыта","24.09.2021 13:43:16","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 5:43:16","нет","798","798","798","Technology TT","25.09.2021 3:01:21","798"
"TT16928445","Закрыта","25.09.2021 16:19:58","Администрирование","ГОЗ (corpzapros)","Запрос потенциального клиента","26.09.2021 16:19:58","нет","6","6","6","Corp EKT","25.09.2021 16:30:34","6"
"TT16923271","Закрыта","24.09.2021 19:05:42","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 19:05:42","нет","1114","1114","1114","OBO","25.09.2021 13:39:39","1114"
"TT16917415","Закрыта","24.09.2021 8:27:08","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.01.2022 0:27:07","нет","1114","1114","1114","Technology TT","25.09.2021 3:01:21","1114"
"TT16922893","Закрыта","24.09.2021 18:02:35","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 18:02:35","нет","886","886","886","OBO","25.09.2021 8:48:02","886"
"TT16918907","Закрыта","24.09.2021 11:18:13","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 3:18:13","нет","943","943","943","Technology TT","25.09.2021 3:01:21","943"
"TT16822068","Закрыта","11.09.2021 14:30:58","Претензия","Телефония","Шумы, помехи","25.09.2021 14:30:58","нет","19868","1021","1021","OBO","25.09.2021 9:38:55","1021"
"TT16822068","Закрыта","11.09.2021 14:30:58","Претензия","Телефония","Шумы, помехи","25.09.2021 14:30:58","нет","19868","18847","18847","Tech BRY","24.09.2021 16:37:40","18847"
"TT16918994","Закрыта","24.09.2021 11:26:14","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 3:26:14","нет","935","935","935","Technology TT","25.09.2021 3:01:21","935"
"TT16919090","Закрыта","24.09.2021 11:36:40","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.01.2022 3:36:40","нет","925","925","925","Technology TT","25.09.2021 3:01:21","925"
"TT16918776","Закрыта","24.09.2021 11:04:06","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 23:04:06","нет","79","79","79","OBO","25.09.2021 11:39:22","79"
"TT16914444","Закрыта","23.09.2021 16:53:01","Претензия","Интернет магазин","Жалоба на задержку доставки","26.09.2021 16:53:01","нет","946","946","946","OBO","25.09.2021 12:20:07","946"
"TT16903525","Закрыта","22.09.2021 12:05:03","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","02.10.2021 12:05:03","нет","4360","4360","4360","OBO","25.09.2021 12:45:19","4360"
"TT16925038","Закрыта","25.09.2021 8:27:23","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 20:27:23","нет","195","195","195","OBO","25.09.2021 14:29:03","195"
"TT16921904","Закрыта","24.09.2021 16:03:58","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 8:03:58","нет","658","658","658","Technology TT","25.09.2021 3:01:21","658"
"TT16912535","Закрыта","23.09.2021 13:29:41","Претензия","Контент","SMS-знакомства","26.09.2021 1:29:41","нет","124","124","124","OBO","25.09.2021 10:08:06","124"
"TT16922266","Закрыта","24.09.2021 16:41:35","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 8:41:35","нет","620","620","620","Technology TT","25.09.2021 3:01:21","620"
"TT16913089","Закрыта","23.09.2021 14:31:00","Претензия","Телефония","Исходящие местные вызовы","26.09.2021 14:31:00","нет","3011","2983","2983","OBO","25.09.2021 16:42:20","2983"
"TT16913089","Закрыта","23.09.2021 14:31:00","Претензия","Телефония","Исходящие местные вызовы","26.09.2021 14:31:00","нет","3011","28","28","Tech VLG","23.09.2021 14:59:09","28"
"TT16920458","Закрыта","24.09.2021 13:28:17","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 5:28:17","нет","813","813","813","Technology TT","25.09.2021 3:01:21","813"
"TT16917355","Закрыта","24.09.2021 8:17:23","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 0:17:23","нет","1124","1124","1124","Technology TT","25.09.2021 3:01:21","1124"
"TT16915357","Закрыта","23.09.2021 19:05:49","Администрирование","Администрирование B2C","Блокировка. Подозрение в мошенничестве","30.09.2021 19:05:49","нет","2228","1091","379","OBO","25.09.2021 8:13:32","1470"
"TT16915357","Закрыта","23.09.2021 19:05:49","Администрирование","Администрирование B2C","Блокировка. Подозрение в мошенничестве","30.09.2021 19:05:49","нет","2228","758","758","Subscriber_claim_RA_FM","25.09.2021 1:54:29","758"
"TT16919655","Закрыта","24.09.2021 12:30:01","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 4:30:01","нет","871","871","871","Technology TT","25.09.2021 3:01:21","871"
"TT16926029","Закрыта","25.09.2021 10:53:50","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 22:53:50","нет","116","116","116","OBO","25.09.2021 20:05:50","116"
"TT16923301","Закрыта","24.09.2021 19:10:33","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 11:10:33","нет","471","471","471","Technology TT","25.09.2021 3:01:21","471"
"TT16916922","Закрыта","24.09.2021 6:48:25","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 6:48:25","нет","1213","1213","1213","Technology TT","25.09.2021 3:01:21","1213"
"TT16917637","Закрыта","24.09.2021 9:02:49","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 1:02:49","нет","1079","1079","1079","Technology TT","25.09.2021 3:01:21","1079"
"TT16918625","Закрыта","24.09.2021 10:48:39","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 10:48:39","нет","973","973","973","Technology TT","25.09.2021 3:01:21","973"
"TT16923698","Закрыта","24.09.2021 20:41:21","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 12:41:21","нет","380","380","380","Technology TT","25.09.2021 3:01:21","380"
"TT16917809","Закрыта","24.09.2021 9:24:09","Претензия","Технологическая заявка","Длительные проблемы с сетью","24.09.2022 9:24:09","нет","1057","1057","1057","Technology TT","25.09.2021 3:01:21","1057"
"TT16901884","Закрыта","22.09.2021 9:54:44","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","02.10.2021 9:54:44","нет","4382","4382","4382","OBO","25.09.2021 10:56:19","4382"
"TT16926210","Закрыта","25.09.2021 11:17:05","Претензия","Передача данных","Нет соединения 4G","28.09.2021 11:17:05","нет","453","453","453","OBO","25.09.2021 18:50:07","453"
"TT16918851","Закрыта","24.09.2021 11:11:14","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 23:11:14","нет","98","98","98","OBO","25.09.2021 14:33:43","98"
"TT16904285","Закрыта","22.09.2021 13:22:33","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","02.10.2021 13:22:33","нет","4335","4335","4335","OBO","25.09.2021 13:37:34","4335"
"TT16924044","Закрыта","24.09.2021 22:44:36","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 14:44:36","нет","257","257","257","Technology TT","25.09.2021 3:01:21","257"
"TT16917620","Закрыта","24.09.2021 8:59:08","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 8:59:08","нет","1082","1082","1082","Technology TT","25.09.2021 3:01:21","1082"
"TT16911306","Закрыта","23.09.2021 11:42:13","Претензия","Претензии к дилеру","Не выполнена операция клиента","30.09.2021 11:42:13","нет","3091","194","194","OBO","23.09.2021 14:56:28","194"
"TT16911306","Закрыта","23.09.2021 11:42:13","Претензия","Претензии к дилеру","Не выполнена операция клиента","30.09.2021 11:42:13","нет","3091","2897","2897","BO MOS","25.09.2021 15:13:15","2897"
"TT16922442","Закрыта","24.09.2021 17:03:08","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 5:03:08","нет","26","26","26","OBO","25.09.2021 17:44:46","26"
"TT16926397","Закрыта","25.09.2021 11:41:37","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 23:41:37","нет","14","14","14","OBO","25.09.2021 11:55:05","14"
"TT16928169","Закрыта","25.09.2021 15:38:51","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 3:38:51","нет","5","5","5","OBO","25.09.2021 15:58:48","5"
"TT16923938","Закрыта","24.09.2021 21:57:45","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 13:57:45","нет","304","304","304","Technology TT","25.09.2021 3:01:21","304"
"TT16925647","Закрыта","25.09.2021 10:02:58","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 10:02:58","нет","311","311","311","OBO","25.09.2021 15:14:27","311"
"TT16920717","Закрыта","24.09.2021 13:58:32","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 5:58:32","нет","783","783","783","Technology TT","25.09.2021 3:01:21","783"
"TT16920809","Закрыта","24.09.2021 14:07:33","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 6:07:33","нет","774","774","774","Technology TT","25.09.2021 3:01:21","774"
"TT16805316","Закрыта","09.09.2021 12:20:59","Претензия","RBT-Гудок","Не проигрывается мелодия","24.09.2021 12:20:59","нет","23257","1655","18","OBO","25.09.2021 15:58:15","1673"
"TT16805316","Закрыта","09.09.2021 12:20:59","Претензия","RBT-Гудок","Не проигрывается мелодия","24.09.2021 12:20:59","нет","23257","21584","21584","Tech OMS","24.09.2021 12:23:17","21584"
"TT16921106","Закрыта","24.09.2021 14:39:05","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 6:39:05","нет","742","742","742","Technology TT","25.09.2021 3:01:21","742"
"TT16924729","Закрыта","25.09.2021 6:57:49","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 14:57:49","нет","70","70","70","OBO","25.09.2021 8:07:15","70"
"TT16920040","Закрыта","24.09.2021 12:57:01","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 4:57:01","нет","844","844","844","Technology TT","25.09.2021 3:01:21","844"
"TT16921705","Закрыта","24.09.2021 15:40:46","Администрирование","Администрирование B2B","Установка/изменение кредитного лимита","25.09.2021 15:40:46","нет","690","690","690","B2B Admin","25.09.2021 3:10:31","690"
"TT16918536","Закрыта","24.09.2021 10:39:10","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 22:39:10","нет","78","78","78","OBO","25.09.2021 12:41:40","78"
"TT16918613","Закрыта","24.09.2021 10:47:15","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 10:47:15","нет","974","974","974","Technology TT","25.09.2021 3:01:21","974"
"TT16920121","Закрыта","24.09.2021 13:03:14","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 5:03:14","нет","838","838","838","Technology TT","25.09.2021 3:01:21","838"
"TT16881624","Закрыта","19.09.2021 18:47:29","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.10.2021 18:47:29","нет","3910","3910","3910","OBO","25.09.2021 5:40:02","3910"
"TT16922200","Закрыта","24.09.2021 16:33:21","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 8:33:21","нет","628","628","628","Technology TT","25.09.2021 3:01:21","628"
"TT16917814","Закрыта","24.09.2021 9:24:37","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 9:24:37","нет","1057","1057","1057","Technology TT","25.09.2021 3:01:21","1057"
"TT16454122","Закрыта","29.07.2021 11:50:17","Администрирование","Администрирование B2C","Переоформление на Пользователя ф.л","28.09.2021 11:50:17","нет","83948","42268","312","OBO","25.09.2021 18:58:00","65796"
"TT16454122","Закрыта","29.07.2021 11:50:17","Администрирование","Администрирование B2C","Переоформление на Пользователя ф.л","28.09.2021 11:50:17","нет","83948","15359","2793","Координатор OBO","27.08.2021 10:30:42","18152"
"TT16916277","Закрыта","24.09.2021 0:21:06","Претензия","MNP","Некорректная дата/время портации","27.09.2021 0:21:06","нет","2303","2303","2303","OBO","25.09.2021 14:44:23","2303"
"TT16924151","Закрыта","24.09.2021 23:41:45","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 15:41:45","нет","200","200","200","Technology TT","25.09.2021 3:01:21","200"
"TT16918906","Закрыта","24.09.2021 11:18:13","Претензия","NPS","Передача данных - Нет соединения","24.09.2022 11:18:13","нет","942","942","942","NPS","25.09.2021 3:00:20","942"
"TT16928374","Закрыта","25.09.2021 16:09:41","Претензия","SMS","Не получить SMS от другого оператора","26.09.2021 16:09:41","нет","143","143","143","OBO","25.09.2021 18:32:36","143"
"TT16922605","Закрыта","24.09.2021 17:20:44","Претензия","Сервисы","Проблема с короткими сервисными номерами","28.09.2021 17:20:44","нет","1212","1212","1212","OBO","25.09.2021 13:32:03","1212"
"TT16923996","Закрыта","24.09.2021 22:21:25","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 14:21:25","нет","280","280","280","Technology TT","25.09.2021 3:01:21","280"
"TT16918161","Закрыта","24.09.2021 9:58:37","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 1:58:37","нет","1023","1023","1023","Technology TT","25.09.2021 3:01:21","1023"
"TT16923916","Закрыта","24.09.2021 21:51:08","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 13:51:08","нет","310","310","310","Technology TT","25.09.2021 3:01:21","310"
"TT16925024","Закрыта","25.09.2021 8:24:01","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 8:24:01","нет","114","114","114","OBO","25.09.2021 10:18:47","114"
"TT16905028","Закрыта","22.09.2021 14:39:14","Претензия","NPS","Жалобы на обслуживание клиентов - Ошибка оператора","25.09.2021 14:39:14","нет","4026","1232","1232","Contact_Center","23.09.2021 11:11:52","1232"
"TT16905028","Закрыта","22.09.2021 14:39:14","Претензия","NPS","Жалобы на обслуживание клиентов - Ошибка оператора","25.09.2021 14:39:14","нет","4026","2794","2794","Киржаева Екатерина","25.09.2021 9:45:59","2794"
"TT16925170","Закрыта","25.09.2021 8:52:16","Претензия","CCB","Требуется ОС от старшего","26.09.2021 8:52:16","нет","162","162","162","Contact_Center","25.09.2021 11:34:34","162"
"TT16929269","Закрыта","25.09.2021 18:52:45","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 6:52:45","нет","11","11","11","OBO","25.09.2021 19:19:16","11"
"TT16873093","Закрыта","18.09.2021 11:15:22","MVNO","Сеть (MVNO)","Поиск сети","21.09.2021 11:15:22","нет","10833","6379","6379","RT L2","25.09.2021 23:50:44","6379"
