#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16879298","Закрыта","19.09.2021 12:34:15","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 12:34:15","нет","1485","1485","1485","BO MOS","20.09.2021 13:19:28","1485"
"TT16835983","Закрыта","13.09.2021 16:23:05","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","13.11.2021 16:23:05","нет","10138","9053","9053","Координатор OBO","20.09.2021 12:35:32","9053"
"TT16835983","Закрыта","13.09.2021 16:23:05","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","13.11.2021 16:23:05","нет","10138","799","286","OBO","20.09.2021 17:21:18","1085"
"TT16876325","Закрыта","18.09.2021 19:53:22","Претензия","Телефония","Не поступают входящие вызовы","21.09.2021 19:53:22","нет","2704","12","12","OBO","20.09.2021 16:57:57","12"
"TT16876325","Закрыта","18.09.2021 19:53:22","Претензия","Телефония","Не поступают входящие вызовы","21.09.2021 19:53:22","нет","2704","2692","2692","Tech ULN","20.09.2021 16:45:09","2692"
"TT16887990","Закрыта","20.09.2021 14:59:53","Претензия","Черный список КЦ","Внесение абонента в черный список","20.09.2021 16:59:53","нет","8","8","8","Черный список КЦ","20.09.2021 15:07:26","8"
"TT16878812","Закрыта","19.09.2021 11:30:14","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","29.09.2021 11:30:14","нет","1578","1578","1578","OBO","20.09.2021 13:48:56","1578"
"TT16880351","Закрыта","19.09.2021 14:56:33","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 14:56:33","нет","1147","1147","1147","OBO","20.09.2021 10:03:32","1147"
"TT16887485","Закрыта","20.09.2021 14:04:09","Администрирование","Администрирование B2C","Ошибочный наличный платёж","20.09.2021 22:04:09","нет","49","49","49","OBO","20.09.2021 14:53:07","49"
"TT16888600","Закрыта","20.09.2021 16:01:50","Администрирование","Администрирование B2C","Ошибочный наличный платёж","21.09.2021 0:01:50","нет","54","54","54","OBO","20.09.2021 16:55:54","54"
"TT16867639","Закрыта","17.09.2021 13:47:33","Претензия","CCB","Обратная связь на работу оператора КЦ","22.09.2021 13:47:33","нет","4205","4205","4205","Мониторинг","20.09.2021 11:52:43","4205"
"TT16805292","Закрыта","09.09.2021 12:18:47","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","24.09.2021 12:18:47","нет","15632","9809","5653","OBO","20.09.2021 14:03:44","15462"
"TT16805292","Закрыта","09.09.2021 12:18:47","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","24.09.2021 12:18:47","нет","15632","170","170","ФЗ-115","13.09.2021 13:21:49","170"
"TT16886448","Закрыта","20.09.2021 12:23:19","Претензия","MNP","Отмена переноса по желанию абонента B2C OUT (входящий)","21.09.2021 12:23:19","нет","262","262","262","Чел_MNP","20.09.2021 16:45:03","262"
"TT16875963","Закрыта","18.09.2021 18:15:48","Претензия","MNP","Пропуск портации абонента B2C OUT (исходящий)","19.09.2021 18:15:48","нет","2280","2280","2280","Чел_MNP","20.09.2021 8:15:26","2280"
"TT16887131","Закрыта","20.09.2021 13:27:28","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","22.09.2021 13:27:28","нет","85","85","85","CKBO B2B","20.09.2021 14:52:52","85"
"TT16883597","Закрыта","20.09.2021 8:27:43","Претензия","Контент","Абонент ничего не заказывал","22.09.2021 20:27:43","нет","44","44","44","OBO","20.09.2021 13:49:40","44"
"TT16288515","Закрыта","09.07.2021 21:06:47","Претензия","Контент","Абонент ничего не заказывал","12.07.2021 9:06:47","нет","1265","1265","1265","OBO","20.09.2021 13:13:15","1265"
"TT16883645","Закрыта","20.09.2021 8:32:13","Администрирование","Одобрение ЭРФ","Переоформление","21.09.2021 8:32:13","нет","378","378","378","OBO","20.09.2021 14:50:03","378"
"TT16868320","Закрыта","17.09.2021 14:57:51","Администрирование","Администрирование B2B","КАТС_Запись звука","20.09.2021 22:57:51","нет","4152","4152","4152","B2B Admin","20.09.2021 12:09:47","4152"
"TT16881231","Закрыта","19.09.2021 17:21:06","Претензия","Технологическая заявка","Низкая скорость передачи данных","19.01.2022 9:21:06","нет","580","580","580","Technology TT","20.09.2021 3:01:38","580"
"TT16873344","Закрыта","18.09.2021 11:48:19","Претензия","Billing - Сверка","Ошибка заявок","30.09.2021 11:48:19","нет","2753","2041","2041","Tech CHE","19.09.2021 21:49:24","2041"
"TT16873344","Закрыта","18.09.2021 11:48:19","Претензия","Billing - Сверка","Ошибка заявок","30.09.2021 11:48:19","нет","2753","712","712","Billing Support","20.09.2021 9:41:34","712"
"TT16867295","Закрыта","17.09.2021 13:13:58","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","19.09.2021 13:13:58","нет","3784","3784","3784","CKBO B2B","20.09.2021 4:18:59","3784"
"TT16859742","Закрыта","16.09.2021 14:00:23","Претензия","CCB","Обратная связь на работу оператора КЦ","21.09.2021 14:00:23","нет","5434","5434","5434","Мониторинг","20.09.2021 8:34:49","5434"
"TT16885959","Закрыта","20.09.2021 12:00:48","Претензия","Контент","Абонент ничего не заказывал","23.09.2021 0:00:48","нет","44","44","44","OBO","20.09.2021 18:28:55","44"
"TT16874823","Закрыта","18.09.2021 15:08:53","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","23.09.2021 15:08:53","нет","1079","1079","1079","OBO","20.09.2021 11:34:29","1079"
"TT16888166","Закрыта","20.09.2021 15:14:57","Администрирование","Администрирование B2C","Ошибочный наличный платёж","20.09.2021 23:14:57","нет","43","43","43","OBO","20.09.2021 15:57:11","43"
"TT16869554","Закрыта","17.09.2021 17:28:41","Претензия","Передача данных","Нет соединения 4G","20.09.2021 17:28:41","нет","4018","1526","60","OBO","20.09.2021 12:26:39","1586"
"TT16869554","Закрыта","17.09.2021 17:28:41","Претензия","Передача данных","Нет соединения 4G","20.09.2021 17:28:41","нет","4018","2432","2432","Tech NIN","20.09.2021 11:26:08","2432"
"TT16856202","Закрыта","16.09.2021 7:38:47","MVNO","Передача данных (MVNO)","Низкая скорость","19.09.2021 7:38:47","нет","6681","509","509","Tech NIN","16.09.2021 16:34:46","509"
"TT16856202","Закрыта","16.09.2021 7:38:47","MVNO","Передача данных (MVNO)","Низкая скорость","19.09.2021 7:38:47","нет","6681","5922","5922","RT L2","20.09.2021 23:01:25","5922"
"TT16856202","Закрыта","16.09.2021 7:38:47","MVNO","Передача данных (MVNO)","Низкая скорость","19.09.2021 7:38:47","нет","6681","225","25","OBO","16.09.2021 20:19:52","250"
"TT16866515","Закрыта","17.09.2021 12:11:46","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","20.09.2021 12:11:46","нет","3926","3926","3926","CKBO B2B","20.09.2021 5:37:06","3926"
"TT16869140","Закрыта","17.09.2021 16:32:35","Претензия","Сеть","Поиск сети","20.09.2021 16:32:35","нет","4032","4010","4010","Tech NIN","20.09.2021 11:22:45","4010"
"TT16869140","Закрыта","17.09.2021 16:32:35","Претензия","Сеть","Поиск сети","20.09.2021 16:32:35","нет","4032","22","22","OBO","20.09.2021 11:44:55","22"
"TT16881546","Закрыта","19.09.2021 18:28:52","Претензия","Контент","Абонент ничего не заказывал","22.09.2021 6:28:52","нет","779","779","779","OBO","20.09.2021 7:41:58","779"
"TT16878568","Закрыта","19.09.2021 10:54:31","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 2:54:31","нет","967","967","967","Technology TT","20.09.2021 3:01:38","967"
"TT16889444","Закрыта","20.09.2021 17:29:57","Претензия","Тарификация","Роуминг","24.09.2021 17:29:57","нет","8","8","8","OBO","20.09.2021 17:37:57","8"
"TT16879953","Закрыта","19.09.2021 14:02:09","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 14:02:09","нет","1167","1167","1167","OBO","20.09.2021 9:29:14","1167"
"TT16880186","Закрыта","19.09.2021 14:34:55","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","19.01.2022 6:34:55","нет","747","747","747","Technology TT","20.09.2021 3:01:38","747"
"TT16889888","Закрыта","20.09.2021 18:34:14","Претензия","USSD","Обещанный платеж","24.09.2021 18:34:14","нет","29","29","29","OBO","20.09.2021 19:03:40","29"
"TT16878638","Закрыта","19.09.2021 11:05:26","Претензия","Сервисы","Проблема с короткими сервисными номерами","23.09.2021 11:05:26","нет","1145","1145","1145","OBO","20.09.2021 6:10:23","1145"
"TT15996472","Закрыта","06.06.2021 8:00:21","Претензия","Брендированные приложения","Живой баланс","09.06.2021 8:00:21","нет","7288","7288","7288","OBO","20.09.2021 16:08:12","7288"
"TT16887021","Закрыта","20.09.2021 13:16:36","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 13:16:36","нет","170","170","170","OBO","20.09.2021 16:06:15","170"
"TT16881446","Закрыта","19.09.2021 18:06:12","Претензия","Технологическая заявка","Низкая скорость передачи данных","19.01.2022 10:06:12","нет","535","535","535","Technology TT","20.09.2021 3:01:38","535"
"TT16866358","Закрыта","17.09.2021 11:57:44","Претензия","CCB","Обратная связь на работу оператора КЦ","22.09.2021 11:57:44","нет","4225","4225","4225","Мониторинг","20.09.2021 10:22:27","4225"
"TT16867415","Закрыта","17.09.2021 13:23:55","Претензия","CCB","Обратная связь на работу оператора КЦ","22.09.2021 13:23:55","нет","4353","4353","4353","Мониторинг","20.09.2021 13:56:20","4353"
"TT16882430","Закрыта","19.09.2021 23:02:04","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 15:02:04","нет","239","239","239","Technology TT","20.09.2021 3:01:38","239"
"TT16875718","Закрыта","18.09.2021 17:31:06","Претензия","Сеть","Поиск сети","21.09.2021 17:31:06","нет","2723","463","463","OBO","20.09.2021 14:54:50","463"
"TT16875718","Закрыта","18.09.2021 17:31:06","Претензия","Сеть","Поиск сети","21.09.2021 17:31:06","нет","2723","2260","2260","Tech IRK","20.09.2021 7:11:57","2260"
"TT16879772","Закрыта","19.09.2021 13:39:23","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 13:39:23","нет","1175","1175","1175","OBO","20.09.2021 9:14:05","1175"
"TT16851584","Закрыта","15.09.2021 13:26:55","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","20.09.2021 13:26:55","нет","7054","2476","2476","FO MOS","20.09.2021 11:53:08","2476"
"TT16851584","Закрыта","15.09.2021 13:26:55","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","20.09.2021 13:26:55","нет","7054","4545","33","BO MOS","20.09.2021 12:26:25","4578"
"TT16865518","Закрыта","17.09.2021 10:31:58","Администрирование","Администрирование B2C","Перечисление на номер телефона","02.10.2021 10:31:58","нет","4229","4229","4229","OBO","20.09.2021 9:01:49","4229"
"TT16888454","Закрыта","20.09.2021 15:44:51","Претензия","MNP","Перезаведение портации","23.09.2021 15:44:51","нет","13","3","3","Corp VRN","20.09.2021 15:57:56","3"
"TT16888454","Закрыта","20.09.2021 15:44:51","Претензия","MNP","Перезаведение портации","23.09.2021 15:44:51","нет","13","10","10","OBO","20.09.2021 15:54:31","10"
"TT16878618","Закрыта","19.09.2021 11:03:04","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 11:03:04","нет","1020","1020","1020","OBO","20.09.2021 4:03:11","1020"
"TT16885006","Закрыта","20.09.2021 10:55:57","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 10:55:57","нет","58","58","58","OBO","20.09.2021 11:53:14","58"
"TT16867118","Закрыта","17.09.2021 13:02:01","Администрирование","Администрирование B2C","Ошибочный наличный платёж","01.10.2021 21:02:01","нет","4750","528","254","OBO","20.09.2021 20:12:30","782"
"TT16867118","Закрыта","17.09.2021 13:02:01","Администрирование","Администрирование B2C","Ошибочный наличный платёж","01.10.2021 21:02:01","нет","4750","3968","3968","ФЗ-115","20.09.2021 11:24:00","3968"
"TT16885766","Закрыта","20.09.2021 11:49:09","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 11:49:09","нет","186","186","186","OBO","20.09.2021 14:55:11","186"
"TT16879604","Закрыта","19.09.2021 13:17:19","Претензия","Бонусная программа","Программа Больше","26.09.2021 13:17:19","нет","1441","170","78","OBO","20.09.2021 13:18:35","248"
"TT16879604","Закрыта","19.09.2021 13:17:19","Претензия","Бонусная программа","Программа Больше","26.09.2021 13:17:19","нет","1441","1193","1193","LoyaltyProgram","20.09.2021 10:28:22","1193"
"TT16737968","Закрыта","01.09.2021 16:11:40","Претензия","Претензии к дилеру","Не выполнена операция клиента","08.09.2021 16:11:40","нет","26981","15767","4351","B2B Admin","20.09.2021 9:52:06","20118"
"TT16737968","Закрыта","01.09.2021 16:11:40","Претензия","Претензии к дилеру","Не выполнена операция клиента","08.09.2021 16:11:40","нет","26981","4","4","Corp CHE","17.09.2021 9:21:33","4"
"TT16737968","Закрыта","01.09.2021 16:11:40","Претензия","Претензии к дилеру","Не выполнена операция клиента","08.09.2021 16:11:40","нет","26981","6859","6859","OBO","06.09.2021 10:30:04","6859"
"TT16883784","Закрыта","20.09.2021 8:52:56","Администрирование","Администрирование B2C","Корректировка РФА","22.09.2021 8:52:56","нет","17","17","17","OBO","20.09.2021 9:09:19","17"
"TT16873187","Закрыта","18.09.2021 11:26:47","Претензия","Контент","Абонент ничего не заказывал","20.09.2021 23:26:47","нет","228","228","228","OBO","20.09.2021 5:38:50","228"
"TT16887824","Закрыта","20.09.2021 14:44:59","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 14:44:59","нет","136","136","136","OBO","20.09.2021 17:01:27","136"
"TT16883800","Закрыта","20.09.2021 8:55:24","Администрирование","Администрирование B2C","Ошибочный наличный платёж","20.09.2021 16:55:24","нет","8","8","8","OBO","20.09.2021 9:03:05","8"
"TT16760450","Закрыта","04.09.2021 10:23:05","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","19.09.2021 10:23:05","нет","21970","21970","21970","OBO","20.09.2021 11:06:08","21970"
"TT16879747","Закрыта","19.09.2021 13:36:34","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","29.09.2021 13:36:34","нет","1598","1598","1598","OBO","20.09.2021 16:14:16","1598"
"TT16851747","Закрыта","15.09.2021 13:41:56","Претензия","Интернет магазин","Жалоба на курьерскую доставку","18.09.2021 13:41:56","нет","31","31","31","OBO","20.09.2021 16:38:03","31"
"TT16886871","Закрыта","20.09.2021 13:03:10","Претензия","Контент","Абонент ничего не заказывал","23.09.2021 1:03:10","нет","12","12","12","OBO","20.09.2021 13:20:47","12"
"TT16888089","Закрыта","20.09.2021 15:07:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 15:07:50","нет","154","154","154","OBO","20.09.2021 17:41:46","154"
"TT16881945","Закрыта","19.09.2021 20:02:51","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 12:02:51","нет","419","419","419","Technology TT","20.09.2021 3:01:38","419"
"TT16881515","Закрыта","19.09.2021 18:21:22","Претензия","Телефония","Недостаточно средств","22.09.2021 18:21:22","нет","1193","1193","1193","OBO","20.09.2021 14:14:07","1193"
"TT16885780","Закрыта","20.09.2021 11:49:51","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 11:49:51","нет","66","66","66","OBO","20.09.2021 12:55:16","66"
"TT16887328","Закрыта","20.09.2021 13:46:23","Администрирование","Одобрение ЭРФ","Переоформление","21.09.2021 13:46:23","нет","236","236","236","OBO","20.09.2021 17:42:20","236"
"TT16880958","Закрыта","19.09.2021 16:35:30","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","24.09.2021 16:35:30","нет","982","982","982","OBO","20.09.2021 8:57:50","982"
"TT16878540","Закрыта","19.09.2021 10:49:48","Претензия","Контент","Абонент ничего не заказывал","21.09.2021 22:49:48","нет","44","44","44","OBO","20.09.2021 5:37:12","44"
"TT16882276","Закрыта","19.09.2021 21:53:10","Претензия","CCB","Жалоба на сотрудника телемаркетинга","20.09.2021 21:53:10","нет","308","308","308","Technology TT","20.09.2021 3:01:38","308"
"TT16887437","Закрыта","20.09.2021 13:58:24","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 13:58:24","нет","149","149","149","OBO","20.09.2021 16:27:34","149"
"TT16870411","Закрыта","17.09.2021 20:27:02","Претензия","Тарификация","Тарификация минут/sms сверх пакета","21.09.2021 20:27:02","нет","3801","1009","47","OBO","20.09.2021 11:48:37","1056"
"TT16870411","Закрыта","17.09.2021 20:27:02","Претензия","Тарификация","Тарификация минут/sms сверх пакета","21.09.2021 20:27:02","нет","3801","2745","2745","NPD_CC_PCI_troubles","20.09.2021 11:01:39","2745"
"TT16863735","Закрыта","17.09.2021 4:35:12","Претензия","Сервисы","Проблемы с www.tele2.ru","21.09.2021 4:35:12","нет","4886","4886","4886","OBO","20.09.2021 15:13:05","4886"
"TT16868009","Закрыта","17.09.2021 14:24:54","Претензия","Интернет магазин","Жалоба на работу точки обслуживания ","20.09.2021 14:24:54","нет","4215","55","55","OBO","20.09.2021 12:39:28","55"
"TT16868009","Закрыта","17.09.2021 14:24:54","Претензия","Интернет магазин","Жалоба на работу точки обслуживания ","20.09.2021 14:24:54","нет","4215","4160","4160","Интернет магазин МР ЮГ","20.09.2021 11:44:19","4160"
"TT16881327","Закрыта","19.09.2021 17:42:15","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","24.09.2021 17:42:15","нет","852","852","852","OBO","20.09.2021 7:54:56","852"
"TT16866511","Закрыта","17.09.2021 12:11:19","Претензия","Мобильные переводы и оплата","Альтернативный Обещанный платеж","22.09.2021 12:11:19","нет","121","121","121","OBO","20.09.2021 14:13:19","121"
"TT16880822","Закрыта","19.09.2021 16:12:34","Претензия","CCB","Жалоба на сотрудника телемаркетинга","20.09.2021 16:12:34","нет","649","649","649","Technology TT","20.09.2021 3:01:38","649"
"TT16875418","Закрыта","18.09.2021 16:36:10","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","28.09.2021 16:36:10","нет","2612","2612","2612","OBO","20.09.2021 12:08:46","2612"
"TT16788401","Закрыта","07.09.2021 20:53:48","Администрирование","Администрирование B2C","Возврат денежных средств","22.09.2021 20:53:48","нет","17747","17747","17747","OBO","20.09.2021 13:34:15","17747"
"TT16889413","Закрыта","20.09.2021 17:27:44","Администрирование","Администрирование B2C","Ошибочный наличный платёж","21.09.2021 1:27:44","нет","30","30","30","OBO","20.09.2021 17:57:35","30"
"TT16881475","Закрыта","19.09.2021 18:13:40","Администрирование","Администрирование B2C","Заявка на замену сим 4G","22.09.2021 18:13:40","нет","1134","1134","1134","OBO","20.09.2021 13:07:52","1134"
"TT16880708","Закрыта","19.09.2021 15:54:59","Претензия","Технологическая заявка","Низкая скорость передачи данных","19.01.2022 7:54:59","нет","667","667","667","Technology TT","20.09.2021 3:01:38","667"
"TT16881813","Закрыта","19.09.2021 19:30:39","Претензия","SMS нотификации от компании Теле2","Некорректный текст","22.09.2021 19:30:39","нет","828","615","23","OBO","20.09.2021 9:18:55","638"
"TT16881813","Закрыта","19.09.2021 19:30:39","Претензия","SMS нотификации от компании Теле2","Некорректный текст","22.09.2021 19:30:39","нет","828","190","190","Billing Support","20.09.2021 8:55:32","190"
"TT16875989","Закрыта","18.09.2021 18:20:55","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","23.09.2021 18:20:55","нет","1587","1587","1587","OBO","20.09.2021 5:44:57","1587"
"TT16878632","Закрыта","19.09.2021 11:04:38","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","24.09.2021 11:04:38","нет","149","149","149","OBO","20.09.2021 15:04:35","149"
"TT16878491","Закрыта","19.09.2021 10:41:20","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","29.09.2021 10:41:20","нет","1511","1511","1511","OBO","20.09.2021 11:52:24","1511"
"TT16882002","Закрыта","19.09.2021 20:16:37","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","20.09.2021 20:16:37","нет","540","540","540","B2B Admin","20.09.2021 5:16:17","540"
"TT16873132","Закрыта","18.09.2021 11:20:39","Претензия","Контент","Абонент ничего не заказывал","20.09.2021 23:20:39","нет","239","239","239","OBO","20.09.2021 5:33:27","239"
"TT16885216","Закрыта","20.09.2021 11:11:47","Претензия","Личный кабинет","Проблема в работе ЛК","24.09.2021 11:11:47","нет","15","15","15","OBO","20.09.2021 11:26:00","15"
"TT16882794","Закрыта","20.09.2021 3:48:49","Претензия","SMS","Не получить SMS от Tele2","21.09.2021 3:48:49","нет","81","81","81","OBO","20.09.2021 5:09:06","81"
"TT16884535","Закрыта","20.09.2021 10:12:13","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 10:12:13","нет","217","217","217","OBO","20.09.2021 13:49:25","217"
"TT16846194","Закрыта","14.09.2021 18:35:42","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","14.11.2021 18:35:42","нет","8176","8176","8176","BO MOS","20.09.2021 10:51:44","8176"
"TT16878029","Закрыта","19.09.2021 9:27:12","Претензия","CCB","Жалоба на сотрудника телемаркетинга","20.09.2021 9:27:12","нет","1054","1054","1054","Technology TT","20.09.2021 3:01:38","1054"
"TT16882049","Закрыта","19.09.2021 20:32:48","Претензия","Технологическая заявка","Низкая скорость передачи данных","19.01.2022 12:32:48","нет","389","389","389","Technology TT","20.09.2021 3:01:38","389"
"TT16877935","Закрыта","19.09.2021 9:12:23","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","19.01.2022 1:12:23","нет","1069","1069","1069","Technology TT","20.09.2021 3:01:38","1069"
"TT16869107","Закрыта","17.09.2021 16:27:30","Администрирование","Документация В2С","Копии документов для Tele2","20.09.2021 16:27:30","нет","3972","3972","3972","OBO","20.09.2021 10:39:36","3972"
"TT16885560","Закрыта","20.09.2021 11:37:00","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","25.09.2021 11:37:00","нет","76","76","76","OBO","20.09.2021 16:32:01","76"
"TT16880783","Закрыта","19.09.2021 16:06:30","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 8:06:30","нет","655","655","655","Technology TT","20.09.2021 3:01:38","655"
"TT16878720","Закрыта","19.09.2021 11:17:40","Претензия","Технологическая заявка","Низкая скорость передачи данных","19.01.2022 3:17:40","нет","944","944","944","Technology TT","20.09.2021 3:01:38","944"
"TT16887172","Закрыта","20.09.2021 13:30:22","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 13:30:22","нет","86","86","86","OBO","20.09.2021 14:56:59","86"
"TT16881287","Закрыта","19.09.2021 17:33:47","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 9:33:47","нет","568","568","568","Technology TT","20.09.2021 3:01:38","568"
"TT16884237","Закрыта","20.09.2021 9:43:20","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","21.09.2021 9:43:20","нет","141","141","141","CKBO B2B","20.09.2021 12:04:19","141"
"TT16883051","Закрыта","20.09.2021 5:59:47","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","21.09.2021 5:59:47","нет","294","116","116","CKBO B2B","20.09.2021 7:55:36","116"
"TT16883051","Закрыта","20.09.2021 5:59:47","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","21.09.2021 5:59:47","нет","294","139","139","B2B Admin","20.09.2021 10:53:18","139"
"TT16883051","Закрыта","20.09.2021 5:59:47","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","21.09.2021 5:59:47","нет","294","39","39","OBO","20.09.2021 8:34:50","39"
"TT16136047","Закрыта","22.06.2021 21:19:20","Претензия","Брендированные приложения","Живой баланс","25.06.2021 21:19:20","нет","787","787","787","OBO","20.09.2021 16:44:45","787"
"TT16882295","Закрыта","19.09.2021 22:00:05","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 14:00:05","нет","301","301","301","Technology TT","20.09.2021 3:01:38","301"
"TT16889322","Закрыта","20.09.2021 17:16:55","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 17:16:55","нет","94","94","94","OBO","20.09.2021 18:50:43","94"
"TT16778767","Закрыта","06.09.2021 18:32:26","Претензия","Письменная претензия","Ответ на письменную претензию","06.10.2021 18:32:26","нет","12647","12647","12647","OBO","21.09.2021 10:30:03","12647"
"TT16872337","Закрыта","18.09.2021 9:27:15","Претензия","Сеть","Поиск сети","21.09.2021 9:27:15","нет","2946","42","42","OBO","20.09.2021 10:33:59","42"
