#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16738696","Закрыта","01.09.2021 17:31:36","MVNO","Передача данных (MVNO)","Нет соединения","15.09.2021 17:31:36","нет","29828","11326","11326","GPB L2","22.09.2021 10:39:15","11326"
"TT16738696","Закрыта","01.09.2021 17:31:36","MVNO","Передача данных (MVNO)","Нет соединения","15.09.2021 17:31:36","нет","29828","18366","18366","Tech EKT","14.09.2021 13:26:05","18366"
"TT16738696","Закрыта","01.09.2021 17:31:36","MVNO","Передача данных (MVNO)","Нет соединения","15.09.2021 17:31:36","нет","29828","109","27","OBO","14.09.2021 13:53:21","136"
"TT16835977","Закрыта","13.09.2021 16:22:27","Претензия","Письменная претензия","Ответ на письменную претензию","13.10.2021 16:22:27","нет","13341","13341","13341","OBO","23.09.2021 10:30:02","13341"
"TT16901026","Закрыта","22.09.2021 7:53:33","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 19:53:33","нет","87","87","87","OBO","22.09.2021 9:32:32","87"
"TT16905862","Закрыта","22.09.2021 16:00:44","Администрирование","Администрирование B2C","Корректировка РФА","24.09.2021 16:00:44","нет","16","16","16","OBO","22.09.2021 16:16:27","16"
"TT16778124","Закрыта","06.09.2021 17:13:51","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","30.09.2021 17:13:51","нет","22757","18769","18769","CKBO_RTK","22.09.2021 12:30:14","18769"
"TT16778124","Закрыта","06.09.2021 17:13:51","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","30.09.2021 17:13:51","нет","22757","3988","3988","CKBO B2B","09.09.2021 11:41:39","3988"
"TT16898576","Закрыта","21.09.2021 17:58:21","Претензия","CCB","Для Digital: помощь с заказом","22.09.2021 17:58:21","нет","1220","1220","1220","E-Shop","22.09.2021 14:18:36","1220"
"TT16906911","Закрыта","22.09.2021 17:57:34","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 17:57:34","нет","209","209","209","OBO","22.09.2021 21:26:51","209"
"TT16898922","Закрыта","21.09.2021 18:48:38","Претензия","Технологическая заявка","Низкая скорость передачи данных","21.01.2022 10:48:38","нет","493","493","493","Technology TT","22.09.2021 3:01:52","493"
"TT16901155","Закрыта","22.09.2021 8:17:14","Претензия","Сеть","Поиск сети","25.09.2021 8:17:14","нет","638","568","568","OBO","22.09.2021 18:55:03","568"
"TT16901155","Закрыта","22.09.2021 8:17:14","Претензия","Сеть","Поиск сети","25.09.2021 8:17:14","нет","638","70","70","Tech SRV","22.09.2021 9:27:32","70"
"TT16906514","Закрыта","22.09.2021 17:07:32","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","02.10.2021 17:07:32","нет","355","355","355","OBO","22.09.2021 23:02:36","355"
"TT16897966","Закрыта","21.09.2021 16:48:45","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","21.01.2022 8:48:45","нет","613","613","613","Technology TT","22.09.2021 3:01:52","613"
"TT16899120","Закрыта","21.09.2021 19:20:57","Претензия","Технологическая заявка","Претензии к дилеру - Некорректное общение с абонентом","28.09.2021 19:20:57","нет","461","461","461","Technology TT","22.09.2021 3:01:52","461"
"TT16905751","Закрыта","22.09.2021 15:48:59","Администрирование","Администрирование B2C","Ошибочный наличный платёж","22.09.2021 23:48:59","нет","86","86","86","OBO","22.09.2021 17:14:51","86"
"TT16897478","Закрыта","21.09.2021 15:58:57","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","21.01.2022 7:58:57","нет","663","663","663","Technology TT","22.09.2021 3:01:52","663"
"TT16899652","Закрыта","21.09.2021 21:23:19","Претензия","Передача данных","Нет соединения 4G","24.09.2021 21:23:19","нет","971","971","971","OBO","22.09.2021 13:34:07","971"
"TT16897942","Закрыта","21.09.2021 16:46:23","Администрирование","Администрирование B2C","Корректировка регистрационных данных","23.09.2021 16:46:23","нет","697","697","697","OBO","22.09.2021 4:23:57","697"
"TT16907514","Закрыта","22.09.2021 19:40:30","Администрирование","Администрирование B2C","Ошибочный наличный платёж","23.09.2021 3:40:30","нет","12","12","12","OBO","22.09.2021 19:52:02","12"
"TT16874249","Закрыта","18.09.2021 13:52:41","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","28.09.2021 13:52:41","нет","5656","5656","5656","OBO","22.09.2021 12:08:20","5656"
"TT16897238","Закрыта","21.09.2021 15:34:37","Администрирование","Администрирование B2C","Корректировка регистрационных данных","23.09.2021 15:34:37","нет","1384","1384","1384","OBO","22.09.2021 14:38:59","1384"
"TT16901463","Закрыта","22.09.2021 9:02:27","Администрирование","Администрирование B2B","Разблокировка номеров","22.09.2021 21:02:27","нет","14","14","14","B2B Admin","22.09.2021 9:16:40","14"
"TT16892763","Закрыта","21.09.2021 8:35:03","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","21.01.2022 0:35:03","нет","1106","1106","1106","Technology TT","22.09.2021 3:01:52","1106"
"TT16905255","Закрыта","22.09.2021 14:59:39","Администрирование","Администрирование B2C","Ошибочный наличный платёж","22.09.2021 22:59:39","нет","105","105","105","OBO","22.09.2021 16:44:55","105"
"TT16897239","Закрыта","21.09.2021 15:34:39","Претензия","CCB","Для Digital: помощь с заказом","22.09.2021 15:34:39","нет","1171","1171","1171","E-Shop","22.09.2021 11:05:21","1171"
"TT16888202","Закрыта","20.09.2021 15:18:45","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","30.09.2021 15:18:45","нет","2644","2644","2644","OBO","22.09.2021 11:22:35","2644"
"TT16884438","Закрыта","20.09.2021 10:06:04","Администрирование","Администрирование B2C","Перечисление на номер телефона","05.10.2021 10:06:04","нет","2850","2850","2850","OBO","22.09.2021 9:36:38","2850"
"TT16899866","Закрыта","21.09.2021 22:44:33","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","21.10.2021 22:44:33","нет","257","257","257","Technology TT","22.09.2021 3:01:52","257"
"TT16765863","Закрыта","05.09.2021 6:37:46","Претензия","Письменная претензия","Ответ на письменную претензию","05.10.2021 6:37:46","нет","26153","26153","26153","OBO","23.09.2021 10:30:02","26153"
"TT16842645","Закрыта","14.09.2021 12:07:37","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","29.09.2021 12:07:37","нет","11745","11745","11745","OBO","22.09.2021 15:52:46","11745"
"TT16844231","Закрыта","14.09.2021 14:44:39","Претензия","Письменная претензия","Ответ на письменную претензию","14.10.2021 14:44:39","нет","10855","10855","10855","OBO","23.09.2021 10:30:02","10855"
"TT16903276","Закрыта","22.09.2021 11:42:40","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 23:42:40","нет","33","33","33","OBO","22.09.2021 15:19:42","33"
"TT16900811","Закрыта","22.09.2021 7:07:24","Администрирование","Администрирование B2C","Переформление по смерти абонента","27.09.2021 7:07:24","нет","21","21","21","OBO","22.09.2021 7:28:59","21"
"TT16900910","Закрыта","22.09.2021 7:29:39","Администрирование","Администрирование B2B","Добавление платных услуг","22.09.2021 15:29:39","нет","365","365","365","B2B Admin","22.09.2021 13:34:34","365"
