#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16921865","Закрыта","24.09.2021 15:59:28","Претензия","Технологическая заявка","Слабое покрытие в помещении","24.01.2022 7:59:28","нет","662","662","662","Technology TT","25.09.2021 3:01:21","662"
"TT16924001","Назначена на группу","24.09.2021 22:24:31","Администрирование","Администрирование B2B","Единый счет","26.09.2021 22:24:31","нет","","","","","",""
"TT16920927","Закрыта","24.09.2021 14:18:38","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 14:18:38","нет","1173","1173","1173","OBO","25.09.2021 9:51:07","1173"
"TT16922749","Закрыта","24.09.2021 17:41:52","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 1:41:52","нет","16","16","16","OBO","24.09.2021 17:57:35","16"
"TT16922104","Закрыта","24.09.2021 16:23:17","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 16:23:17","нет","1159","1159","1159","OBO","25.09.2021 11:42:48","1159"
"TT16920723","Закрыта","24.09.2021 13:58:56","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 13:58:56","нет","1102","1102","1102","OBO","25.09.2021 8:20:45","1102"
"TT16917111","Закрыта","24.09.2021 7:34:44","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 19:34:44","нет","80","80","80","OBO","24.09.2021 11:33:53","80"
"TT16923004","Назначена на группу","24.09.2021 18:20:35","Претензия","CCB","Обратная связь на работу оператора КЦ","29.09.2021 18:20:35","нет","","","","","",""
"TT16922087","Закрыта","24.09.2021 16:21:43","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 8:21:43","нет","640","640","640","Technology TT","25.09.2021 3:01:21","640"
"TT16917333","Закрыта","24.09.2021 8:14:16","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 0:14:16","нет","1127","1127","1127","Technology TT","25.09.2021 3:01:21","1127"
"TT16923362","Назначена на группу","24.09.2021 19:22:34","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 19:22:34","нет","","","","","",""
"TT16917787","Назначена на группу","24.09.2021 9:22:08","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","09.10.2021 9:22:08","нет","","","","","",""
"TT16920948","Назначена на группу","24.09.2021 14:21:17","Претензия","CCB","Обратная связь на работу оператора КЦ","29.09.2021 14:21:17","нет","","","","","",""
"TT16919578","Закрыта","24.09.2021 12:22:13","Администрирование","Администрирование B2C","Ошибочный наличный платёж","24.09.2021 20:22:13","нет","34","34","34","OBO","24.09.2021 12:56:12","34"
"TT16921725","Закрыта","24.09.2021 15:43:25","Претензия","NPS","Передача данных - Нет соединения","24.09.2022 15:43:25","нет","677","677","677","NPS","25.09.2021 3:00:20","677"
"TT16920839","Закрыта","24.09.2021 14:10:41","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 6:10:41","нет","771","771","771","Technology TT","25.09.2021 3:01:21","771"
"TT16921531","Закрыта","24.09.2021 15:23:19","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 15:23:19","нет","849","849","849","OBO","25.09.2021 5:32:52","849"
"TT16923710","Закрыта","24.09.2021 20:44:08","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 4:44:08","нет","466","466","466","OBO","25.09.2021 4:30:53","466"
"TT16917367","Закрыта","24.09.2021 8:19:02","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 20:19:02","нет","63","63","63","OBO","24.09.2021 10:41:23","63"
"TT16918664","Назначена на группу","24.09.2021 10:51:35","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 10:51:35","нет","","","","","",""
"TT16923542","Назначена на группу","24.09.2021 20:00:36","Претензия","SMS","Не получить SMS от другого оператора","25.09.2021 20:00:36","нет","976","976","976","OBO","25.09.2021 12:16:13","976"
"TT16917115","Закрыта","24.09.2021 7:35:03","Администрирование","Администрирование B2B","Создание нового лицевого счета","25.09.2021 7:35:03","нет","662","662","662","B2B Admin","24.09.2021 18:37:32","662"
"TT16921945","Назначена на группу","24.09.2021 16:07:44","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 16:07:44","нет","","","","","",""
"TT16921101","Закрыта","24.09.2021 14:38:46","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 14:38:46","нет","327","327","327","OBO","24.09.2021 20:05:23","327"
"TT16918988","Назначена на группу","24.09.2021 11:25:53","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 11:25:53","нет","","","","","",""
"TT16916975","Назначена на группу","24.09.2021 7:05:40","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 7:05:40","нет","","","","","",""
"TT16921986","Назначена на группу","24.09.2021 16:10:23","Претензия","Личный кабинет","Проблема в работе ЛК","28.09.2021 16:10:23","нет","1119","1119","1119","OBO","25.09.2021 10:49:25","1119"
"TT16918979","Назначена на группу","24.09.2021 11:24:57","Претензия","Передача данных","Нет соединения 4G","08.10.2021 11:24:57","нет","502","502","502","OBO","24.09.2021 19:46:42","502"
"TT16921122","Закрыта","24.09.2021 14:40:21","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 14:40:21","нет","335","335","335","OBO","24.09.2021 20:15:43","335"
"TT16922149","Закрыта","24.09.2021 16:28:05","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 16:28:05","нет","1158","1158","1158","OBO","25.09.2021 11:46:46","1158"
"TT16920019","Закрыта","24.09.2021 12:54:33","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 4:54:33","нет","847","847","847","Technology TT","25.09.2021 3:01:21","847"
"TT16922713","Закрыта","24.09.2021 17:36:23","Претензия","NPS","Телефония - Сеть недоступна","24.09.2022 17:36:23","нет","564","564","564","NPS","25.09.2021 3:00:20","564"
"TT16921707","Закрыта","24.09.2021 15:41:05","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 15:41:05","нет","1152","1152","1152","OBO","25.09.2021 10:53:50","1152"
"TT16921006","Закрыта","24.09.2021 14:27:32","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 6:27:32","нет","754","754","754","Technology TT","25.09.2021 3:01:21","754"
"TT16918080","Закрыта","24.09.2021 9:50:04","Претензия","NPS","Телефония - Шумы, помехи","24.09.2022 9:50:04","нет","1030","1030","1030","NPS","25.09.2021 3:00:20","1030"
"TT16921383","Назначена на группу","24.09.2021 15:08:08","Претензия","SMS нотификации от компании Теле2","Некорректный текст","27.09.2021 15:08:08","нет","","","","","",""
"TT16922797","Закрыта","24.09.2021 17:48:04","Претензия","CAMEL/внутрисетевой роуминг","Не зарегистрироваться в гостевой сети","27.09.2021 17:48:04","нет","1173","1173","1173","OBO","25.09.2021 13:21:19","1173"
"TT16917838","Закрыта","24.09.2021 9:26:44","Претензия","Tele2-Биржа","Проблемы с удвоением пакетов","28.09.2021 9:26:44","нет","16","16","16","OBO","24.09.2021 9:42:46","16"
"TT16920397","Назначена на группу","24.09.2021 13:23:36","Претензия","","","","нет","","","","","",""
"TT16921526","Назначена на группу","24.09.2021 15:22:53","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","04.10.2021 15:22:53","нет","","","","","",""
"TT16919399","Закрыта","24.09.2021 12:05:03","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 4:05:03","нет","896","896","896","Technology TT","25.09.2021 3:01:21","896"
"TT16917964","Назначена на группу","24.09.2021 9:38:49","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 9:38:49","нет","","","","","",""
"TT16917206","Назначена на группу","24.09.2021 7:52:51","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","04.10.2021 7:52:51","нет","","","","","",""
"TT16922845","Назначена на группу","24.09.2021 17:55:01","Администрирование","Администрирование B2C","Корректировка РФА","26.09.2021 17:55:01","нет","","","","","",""
"TT16922120","Закрыта","24.09.2021 16:25:23","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 16:25:23","нет","442","442","442","OBO","24.09.2021 23:47:38","442"
"TT16920764","Назначена на группу","24.09.2021 14:02:52","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 14:02:52","нет","","","","","",""
"TT16923249","Назначена на группу","24.09.2021 19:02:14","Претензия","Сеть","Поиск сети","27.09.2021 19:02:14","нет","","","","","",""
"TT16919696","Закрыта","24.09.2021 12:35:06","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 12:35:06","нет","464","464","464","OBO","24.09.2021 20:19:20","464"
"TT16917715","Закрыта","24.09.2021 9:14:10","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.01.2022 1:14:10","нет","1067","1067","1067","Technology TT","25.09.2021 3:01:21","1067"
"TT16921763","Назначена на группу","24.09.2021 15:48:54","Претензия","Претензии к дилеру","Отсутствие заявки по жалобе абонента","01.10.2021 15:48:54","нет","","","","","",""
"TT16921177","Закрыта","24.09.2021 14:46:20","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 6:46:20","нет","735","735","735","Technology TT","25.09.2021 3:01:21","735"
"TT16923069","Закрыта","24.09.2021 18:32:34","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 10:32:34","нет","509","509","509","Technology TT","25.09.2021 3:01:21","509"
"TT16922915","Закрыта","24.09.2021 18:05:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 18:05:00","нет","1195","1195","1195","OBO","25.09.2021 15:40:29","1195"
"TT16920585","Закрыта","24.09.2021 13:43:16","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 5:43:16","нет","798","798","798","Technology TT","25.09.2021 3:01:21","798"
"TT16923271","Закрыта","24.09.2021 19:05:42","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 19:05:42","нет","1114","1114","1114","OBO","25.09.2021 13:39:39","1114"
"TT16917415","Закрыта","24.09.2021 8:27:08","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.01.2022 0:27:07","нет","1114","1114","1114","Technology TT","25.09.2021 3:01:21","1114"
"TT16922893","Закрыта","24.09.2021 18:02:35","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 18:02:35","нет","886","886","886","OBO","25.09.2021 8:48:02","886"
"TT16918976","Закрыта","24.09.2021 11:24:54","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 11:24:54","нет","412","412","412","OBO","24.09.2021 18:16:50","412"
"TT16922855","Назначена на группу","24.09.2021 17:56:21","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 17:56:21","нет","","","","","",""
"TT16918993","Закрыта","24.09.2021 11:26:13","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 11:26:13","нет","15","15","15","OBO","24.09.2021 11:41:03","15"
"TT16918907","Закрыта","24.09.2021 11:18:13","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 3:18:13","нет","943","943","943","Technology TT","25.09.2021 3:01:21","943"
"TT16920013","Закрыта","24.09.2021 12:53:40","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 12:53:40","нет","513","513","513","OBO","24.09.2021 21:26:34","513"
"TT16916550","Назначена на группу","24.09.2021 3:54:13","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","04.10.2021 3:54:13","нет","","","","","",""
"TT16921407","Закрыта","24.09.2021 15:09:57","Администрирование","Администрирование B2C","Ошибочный наличный платёж","24.09.2021 23:09:57","нет","12","12","12","OBO","24.09.2021 15:21:58","12"
"TT16918994","Закрыта","24.09.2021 11:26:14","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 3:26:14","нет","935","935","935","Technology TT","25.09.2021 3:01:21","935"
"TT16919090","Закрыта","24.09.2021 11:36:40","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.01.2022 3:36:40","нет","925","925","925","Technology TT","25.09.2021 3:01:21","925"
"TT16918776","Закрыта","24.09.2021 11:04:06","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 23:04:06","нет","79","79","79","OBO","25.09.2021 11:39:22","79"
"TT16923142","Закрыта","24.09.2021 18:44:48","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 18:44:48","нет","185","185","185","OBO","24.09.2021 21:49:01","185"
"TT16916661","Закрыта","24.09.2021 5:02:50","Администрирование","Администрирование B2B","Нестандартный запрос","27.09.2021 5:02:50","нет","573","573","573","Corp CHE","24.09.2021 14:35:20","573"
"TT16923117","Назначена на группу","24.09.2021 18:42:05","Претензия","CCB","Обратная связь на работу оператора КЦ","29.09.2021 18:42:05","нет","","","","","",""
"TT16918257","Возвращена на доработку","24.09.2021 10:11:25","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 10:11:25","нет","41","41","41","OBO","25.09.2021 12:03:37","41"
"TT16919137","Закрыта","24.09.2021 11:41:30","Администрирование","Администрирование B2C","Корректировка регистрационных данных","26.09.2021 11:41:30","нет","94","94","94","BO MOS","24.09.2021 13:15:27","94"
"TT16921904","Закрыта","24.09.2021 16:03:58","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 8:03:58","нет","658","658","658","Technology TT","25.09.2021 3:01:21","658"
"TT16923795","Назначена на группу","24.09.2021 21:09:14","MVNO","Сеть (MVNO)","Поиск сети","27.09.2021 21:09:14","нет","560","560","560","OBO","25.09.2021 6:29:10","560"
"TT16922266","Закрыта","24.09.2021 16:41:35","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 8:41:35","нет","620","620","620","Technology TT","25.09.2021 3:01:21","620"
"TT16918875","Назначена на группу","24.09.2021 11:13:15","Претензия","CCB","Обратная связь на работу оператора КЦ","29.09.2021 11:13:15","нет","","","","","",""
"TT16920458","Закрыта","24.09.2021 13:28:17","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 5:28:17","нет","813","813","813","Technology TT","25.09.2021 3:01:21","813"
"TT16919231","Отложенное решение","24.09.2021 11:51:33","Администрирование","Администрирование B2B","Переоформление с ФЛ на ЮЛ ","28.09.2021 11:51:33","нет","1303","1303","1303","B2B Admin","25.09.2021 9:34:38","1303"
"TT16917355","Закрыта","24.09.2021 8:17:23","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.01.2022 0:17:23","нет","1124","1124","1124","Technology TT","25.09.2021 3:01:21","1124"
"TT16916910","Назначена на группу","24.09.2021 6:46:19","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","09.10.2021 6:46:19","нет","","","","","",""
"TT16919655","Закрыта","24.09.2021 12:30:01","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 4:30:01","нет","871","871","871","Technology TT","25.09.2021 3:01:21","871"
"TT16922035","Назначена на группу","24.09.2021 16:15:34","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 16:15:34","нет","","","","","",""
"TT16921330","Назначена на группу","24.09.2021 15:02:38","Претензия","Телефония","Не поступают входящие вызовы","27.09.2021 15:02:38","нет","33","33","33","Tech MOS","24.09.2021 15:35:36","33"
"TT16923522","Внешний запрос","24.09.2021 19:55:40","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 7:55:40","нет","863","863","863","OBO","25.09.2021 10:18:43","863"
"TT16920133","Закрыта","24.09.2021 13:03:33","Претензия","SMS","Не отправить SMS на другого оператора","25.09.2021 13:03:33","нет","491","491","491","OBO","24.09.2021 21:14:19","491"
"TT16921348","Закрыта","24.09.2021 15:04:52","Администрирование","Администрирование B2B","КАТС_Запись звука","27.09.2021 23:04:52","нет","98","98","98","B2B Admin","24.09.2021 16:42:17","98"
"TT16921348","Закрыта","24.09.2021 15:04:52","Администрирование","Администрирование B2B","КАТС_Запись звука","27.09.2021 23:04:52","нет","98","0","0","Corp TVE","24.09.2021 17:16:46","0"
"TT16923301","Закрыта","24.09.2021 19:10:33","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 11:10:33","нет","471","471","471","Technology TT","25.09.2021 3:01:21","471"
"TT16922390","Отложенное решение","24.09.2021 16:55:40","MVNO","Передача данных (MVNO)","Нет соединения","27.09.2021 16:55:40","нет","846","42","42","RT L2","25.09.2021 7:03:54","42"
"TT16922390","Отложенное решение","24.09.2021 16:55:40","MVNO","Передача данных (MVNO)","Нет соединения","27.09.2021 16:55:40","нет","846","614","614","Tech VLD","25.09.2021 4:51:18","614"
"TT16922390","Отложенное решение","24.09.2021 16:55:40","MVNO","Передача данных (MVNO)","Нет соединения","27.09.2021 16:55:40","нет","846","100","90","OBO","25.09.2021 6:21:45","190"
"TT16916922","Закрыта","24.09.2021 6:48:25","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 6:48:25","нет","1213","1213","1213","Technology TT","25.09.2021 3:01:21","1213"
"TT16918227","Назначена на группу","24.09.2021 10:07:03","Администрирование","Администрирование B2B","Код продавца","27.09.2021 10:07:03","нет","","","","","",""
"TT16916654","Закрыта","24.09.2021 4:59:45","Администрирование","Администрирование B2B","Бизнес окружение","24.09.2021 16:59:45","нет","575","575","575","OBO","24.09.2021 14:34:57","575"
"TT16917637","Закрыта","24.09.2021 9:02:49","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 1:02:49","нет","1079","1079","1079","Technology TT","25.09.2021 3:01:21","1079"
"TT16918625","Закрыта","24.09.2021 10:48:39","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 10:48:39","нет","973","973","973","Technology TT","25.09.2021 3:01:21","973"
"TT16917844","Закрыта","24.09.2021 9:27:08","Претензия","SMS","Не отправить SMS на другого оператора","25.09.2021 9:27:08","нет","464","464","464","OBO","24.09.2021 17:11:24","464"
"TT16921752","Назначена на группу","24.09.2021 15:47:23","Претензия","CCB","Обратная связь на работу оператора КЦ","29.09.2021 15:47:23","нет","","","","","",""
"TT16923698","Закрыта","24.09.2021 20:41:21","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 12:41:21","нет","380","380","380","Technology TT","25.09.2021 3:01:21","380"
"TT16917809","Закрыта","24.09.2021 9:24:09","Претензия","Технологическая заявка","Длительные проблемы с сетью","24.09.2022 9:24:09","нет","1057","1057","1057","Technology TT","25.09.2021 3:01:21","1057"
"TT16923615","Закрыта","24.09.2021 20:19:23","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 4:19:23","нет","16","16","16","OBO","24.09.2021 20:35:47","16"
"TT16918851","Закрыта","24.09.2021 11:11:14","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 23:11:14","нет","98","98","98","OBO","25.09.2021 14:33:43","98"
"TT16924044","Закрыта","24.09.2021 22:44:36","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 14:44:36","нет","257","257","257","Technology TT","25.09.2021 3:01:21","257"
"TT16917620","Закрыта","24.09.2021 8:59:08","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 8:59:08","нет","1082","1082","1082","Technology TT","25.09.2021 3:01:21","1082"
"TT16922442","Закрыта","24.09.2021 17:03:08","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 5:03:08","нет","26","26","26","OBO","25.09.2021 17:44:46","26"
"TT16922070","Назначена на группу","24.09.2021 16:19:34","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 16:19:34","нет","","","","","",""
"TT16920974","В работе","24.09.2021 14:24:13","Претензия","Письменная претензия","Ответ на письменную претензию","24.10.2021 14:24:13","нет","107","107","107","OBO","24.09.2021 16:11:38","107"
"TT16923938","Закрыта","24.09.2021 21:57:45","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 13:57:45","нет","304","304","304","Technology TT","25.09.2021 3:01:21","304"
"TT16923235","Назначена на группу","24.09.2021 19:00:35","Претензия","Письменная претензия","Ответ на письменную претензию","24.10.2021 19:00:35","нет","","","","","",""
"TT16920717","Закрыта","24.09.2021 13:58:32","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 5:58:32","нет","783","783","783","Technology TT","25.09.2021 3:01:21","783"
"TT16920809","Закрыта","24.09.2021 14:07:33","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 6:07:33","нет","774","774","774","Technology TT","25.09.2021 3:01:21","774"
"TT16921106","Закрыта","24.09.2021 14:39:05","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 6:39:05","нет","742","742","742","Technology TT","25.09.2021 3:01:21","742"
"TT16917378","Закрыта","24.09.2021 8:21:09","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","25.09.2021 8:21:09","нет","638","638","638","B2B Admin","24.09.2021 18:59:03","638"
"TT16922872","Возвращена на доработку","24.09.2021 17:58:40","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.10.2021 17:58:40","нет","1429","1429","1429","OBO","25.09.2021 17:47:59","1429"
"TT16923607","Назначена на группу","24.09.2021 20:16:29","Администрирование","Администрирование B2C","Смена владельца","29.09.2021 20:16:29","нет","","","","","",""
"TT16917325","Ожидание информации","24.09.2021 8:13:22","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","09.10.2021 8:13:22","нет","54","54","54","OBO","24.09.2021 9:07:57","54"
"TT16920040","Закрыта","24.09.2021 12:57:01","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 4:57:01","нет","844","844","844","Technology TT","25.09.2021 3:01:21","844"
"TT16921705","Закрыта","24.09.2021 15:40:46","Администрирование","Администрирование B2B","Установка/изменение кредитного лимита","25.09.2021 15:40:46","нет","690","690","690","B2B Admin","25.09.2021 3:10:31","690"
"TT16919181","Назначена на группу","24.09.2021 11:46:10","Администрирование","Администрирование B2B","Заливка Маркетинговой Категории","27.09.2021 11:46:10","нет","","","","","",""
"TT16919178","Закрыта","24.09.2021 11:45:57","Администрирование","Администрирование B2C","Перенос компенсации на основной баланс","27.09.2021 11:45:57","нет","258","258","258","OBO","24.09.2021 16:03:31","258"
"TT16918536","Закрыта","24.09.2021 10:39:10","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 22:39:10","нет","78","78","78","OBO","25.09.2021 12:41:40","78"
"TT16918613","Закрыта","24.09.2021 10:47:15","Претензия","CCB","Жалоба на сотрудника телемаркетинга","25.09.2021 10:47:15","нет","974","974","974","Technology TT","25.09.2021 3:01:21","974"
"TT16920121","Закрыта","24.09.2021 13:03:14","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.01.2022 5:03:14","нет","838","838","838","Technology TT","25.09.2021 3:01:21","838"
"TT16916990","Закрыта","24.09.2021 7:09:56","Претензия","Удержание MNP","Отмена переноса номера по желанию абонента B2C (исходящий)","25.09.2021 7:09:56","нет","390","390","390","Чел_MNP","24.09.2021 13:39:58","390"
"TT16918122","Закрыта","24.09.2021 9:55:03","Администрирование","Администрирование B2B","Создание/Изменение/Отключение Корпоративной АТС","24.09.2021 17:55:03","нет","331","331","331","B2B Admin","24.09.2021 15:26:23","331"
"TT16922200","Закрыта","24.09.2021 16:33:21","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.01.2022 8:33:21","нет","628","628","628","Technology TT","25.09.2021 3:01:21","628"
