#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16929249","Назначена на группу","25.09.2021 18:49:20","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 18:49:20","нет","","","","","",""
"TT16927546","Закрыта","25.09.2021 14:14:17","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 14:14:17","нет","198","198","198","OBO","25.09.2021 17:32:03","198"
"TT16926326","Закрыта","25.09.2021 11:33:11","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.01.2022 3:33:11","нет","928","928","928","Technology TT","26.09.2021 3:01:50","928"
"TT16927446","Закрыта","25.09.2021 13:58:27","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 5:58:27","нет","783","783","783","Technology TT","26.09.2021 3:01:50","783"
"TT16925115","Назначена на группу","25.09.2021 8:42:43","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","10.10.2021 8:42:43","нет","","","","","",""
"TT16929587","Закрыта","25.09.2021 20:16:12","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.09.2021 4:16:12","нет","452","452","452","OBO","26.09.2021 3:48:49","452"
"TT16928051","Закрыта","25.09.2021 15:21:28","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","25.01.2022 7:21:28","нет","700","700","700","Technology TT","26.09.2021 3:01:50","700"
"TT16926815","Закрыта","25.09.2021 12:36:01","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.09.2021 12:36:01","нет","471","471","471","OBO","25.09.2021 20:27:22","471"
"TT16926942","Закрыта","25.09.2021 12:49:42","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 0:49:42","нет","47","47","47","OBO","25.09.2021 16:09:47","47"
"TT16926231","Закрыта","25.09.2021 11:20:55","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.09.2021 11:20:55","нет","941","941","941","Technology TT","26.09.2021 3:01:50","941"
"TT16928607","Назначена на группу","25.09.2021 16:49:03","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.10.2021 16:49:03","нет","","","","","",""
"TT16927379","Закрыта","25.09.2021 13:50:24","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 13:50:24","нет","159","159","159","OBO","25.09.2021 16:29:39","159"
"TT16928974","Закрыта","25.09.2021 17:49:31","Претензия","Передача данных","Нет соединения 4G","28.09.2021 17:49:31","нет","19","19","19","OBO","25.09.2021 18:08:46","19"
"TT16927777","Закрыта","25.09.2021 14:44:11","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 6:44:11","нет","737","737","737","Technology TT","26.09.2021 3:01:50","737"
"TT16926939","Назначена на группу","25.09.2021 12:49:33","Администрирование","Администрирование B2C","Регистрационная форма","27.09.2021 12:49:33","нет","","","","","",""
"TT16924832","Закрыта","25.09.2021 7:37:03","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 7:37:03","нет","170","170","170","OBO","25.09.2021 10:27:53","170"
"TT16929514","Назначена на группу","25.09.2021 19:58:03","Претензия","Личный кабинет","Проблема в работе ЛК","29.09.2021 19:58:03","нет","","","","","",""
"TT16925015","Закрыта","25.09.2021 8:22:00","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 0:22:00","нет","1119","1119","1119","Technology TT","26.09.2021 3:01:50","1119"
"TT16925816","Назначена на группу","25.09.2021 10:27:04","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.10.2021 10:27:04","нет","","","","","",""
"TT16928908","Закрыта","25.09.2021 17:36:50","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","25.10.2021 17:36:50","нет","565","565","565","Technology TT","26.09.2021 3:01:50","565"
"TT16924808","Закрыта","25.09.2021 7:30:25","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 15:30:25","нет","54","54","54","OBO","25.09.2021 8:24:37","54"
"TT16927438","Закрыта","25.09.2021 13:58:01","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 1:58:01","нет","7","7","7","OBO","25.09.2021 14:05:31","7"
"TT16925429","Закрыта","25.09.2021 9:31:08","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 1:31:08","нет","1050","1050","1050","Technology TT","26.09.2021 3:01:50","1050"
"TT16929937","Назначена на группу","25.09.2021 22:18:48","Претензия","Тарификация","Тарификация минут/sms сверх пакета","29.09.2021 22:18:48","нет","","","","","",""
"TT16927803","Закрыта","25.09.2021 14:48:56","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 6:48:56","нет","733","733","733","Technology TT","26.09.2021 3:01:50","733"
"TT16928605","Закрыта","25.09.2021 16:48:29","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.09.2021 16:48:29","нет","613","613","613","Technology TT","26.09.2021 3:01:50","613"
"TT16927901","Назначена на группу","25.09.2021 15:00:50","Претензия","Телефония","Не поступают входящие вызовы","28.09.2021 15:00:50","нет","","","","","",""
"TT16930019","Закрыта","25.09.2021 23:02:36","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 15:02:36","нет","239","239","239","Technology TT","26.09.2021 3:01:50","239"
"TT16926404","Назначена на группу","25.09.2021 11:42:32","Администрирование","Администрирование B2C","Регистрационная форма","27.09.2021 11:42:32","нет","","","","","",""
"TT16926698","Закрыта","25.09.2021 12:21:43","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 12:21:43","нет","65","65","65","OBO","25.09.2021 13:26:08","65"
"TT16924623","Ожидание информации","25.09.2021 5:58:06","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 5:58:06","нет","217","217","217","OBO","25.09.2021 9:35:46","217"
"TT16928445","Закрыта","25.09.2021 16:19:58","Администрирование","ГОЗ (corpzapros)","Запрос потенциального клиента","26.09.2021 16:19:58","нет","6","6","6","Corp EKT","25.09.2021 16:30:34","6"
"TT16927404","В работе","25.09.2021 13:53:14","Администрирование","ГОЗ (corpzapros)","Ошибочный платеж","26.09.2021 13:53:14","нет","196071","196071","196071","CKBO B2B","08.02.2022 17:44:14","196071"
"TT16928160","Назначена на группу","25.09.2021 15:37:59","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.10.2021 15:37:59","нет","","","","","",""
"TT16926957","Назначена на группу","25.09.2021 12:51:55","Администрирование","Администрирование B2C","Регистрационная форма","27.09.2021 12:51:55","нет","","","","","",""
"TT16929941","Закрыта","25.09.2021 22:22:56","Претензия","Технологическая заявка","Слабое покрытие в помещении","25.01.2022 14:22:56","нет","279","279","279","Technology TT","26.09.2021 3:01:50","279"
"TT16927493","Закрыта","25.09.2021 14:06:21","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.09.2021 14:06:21","нет","775","775","775","Technology TT","26.09.2021 3:01:50","775"
"TT16927628","Назначена на группу","25.09.2021 14:26:15","Претензия","Передача данных","Нет соединения 4G","28.09.2021 14:26:15","нет","","","","","",""
"TT16929779","Закрыта","25.09.2021 21:20:38","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 13:20:38","нет","341","341","341","Technology TT","26.09.2021 3:01:50","341"
"TT16925038","Закрыта","25.09.2021 8:27:23","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 20:27:23","нет","195","195","195","OBO","25.09.2021 14:29:03","195"
"TT16929584","Назначена на группу","25.09.2021 20:14:28","Администрирование","Администрирование B2C","Возврат денежных средств","10.10.2021 20:14:28","нет","","","","","",""
"TT16929265","Закрыта","25.09.2021 18:51:29","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 10:51:29","нет","490","490","490","Technology TT","26.09.2021 3:01:50","490"
"TT16928964","Назначена на группу","25.09.2021 17:47:49","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 17:47:49","нет","","","","","",""
"TT16928763","Закрыта","25.09.2021 17:12:25","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 9:12:25","нет","589","589","589","Technology TT","26.09.2021 3:01:50","589"
"TT16927940","Назначена на группу","25.09.2021 15:06:18","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.09.2021 15:06:18","нет","","","","","",""
"TT16926029","Закрыта","25.09.2021 10:53:50","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 22:53:50","нет","116","116","116","OBO","25.09.2021 20:05:50","116"
"TT16926206","Закрыта","25.09.2021 11:16:59","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","25.01.2022 3:16:59","нет","944","944","944","Technology TT","26.09.2021 3:01:50","944"
"TT16925815","Решена","25.09.2021 10:26:59","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 10:26:59","нет","333","333","333","OBO","25.09.2021 16:37:57","333"
"TT16925848","Закрыта","25.09.2021 10:31:42","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.01.2022 2:31:42","нет","990","990","990","Technology TT","26.09.2021 3:01:50","990"
"TT16927386","Закрыта","25.09.2021 13:51:21","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 5:51:21","нет","790","790","790","Technology TT","26.09.2021 3:01:50","790"
"TT16926902","Назначена на группу","25.09.2021 12:44:29","Претензия","Личный кабинет","Проблема в работе ЛК","29.09.2021 12:44:29","нет","7","7","7","OBO","25.09.2021 12:51:05","7"
"TT16930045","Назначена на группу","25.09.2021 23:14:27","Претензия","Сеть","Поиск сети","28.09.2021 23:14:27","нет","","","","","",""
"TT16928456","Закрыта","25.09.2021 16:22:46","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 8:22:46","нет","639","639","639","Technology TT","26.09.2021 3:01:50","639"
"TT16928422","Назначена на группу","25.09.2021 16:16:07","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.09.2021 16:16:07","нет","","","","","",""
"TT16929522","Закрыта","25.09.2021 19:58:49","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 11:58:49","нет","423","423","423","Technology TT","26.09.2021 3:01:50","423"
"TT16928573","Назначена на группу","25.09.2021 16:45:00","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","30.09.2021 16:45:00","нет","","","","","",""
"TT16926495","Закрыта","25.09.2021 11:53:13","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 3:53:13","нет","908","908","908","Technology TT","26.09.2021 3:01:50","908"
"TT16926091","Назначена на группу","25.09.2021 11:01:38","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.10.2021 11:01:38","нет","","","","","",""
"TT16927805","Закрыта","25.09.2021 14:49:12","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 6:49:12","нет","732","732","732","Technology TT","26.09.2021 3:01:50","732"
"TT16926210","Закрыта","25.09.2021 11:17:05","Претензия","Передача данных","Нет соединения 4G","28.09.2021 11:17:05","нет","453","453","453","OBO","25.09.2021 18:50:07","453"
"TT16929869","Закрыта","25.09.2021 21:52:39","Претензия","Технологическая заявка","Претензии к дилеру - Некорректное общение с абонентом","02.10.2021 21:52:39","нет","309","309","309","Technology TT","26.09.2021 3:01:50","309"
"TT16925557","Назначена на группу","25.09.2021 9:48:20","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","05.10.2021 9:48:20","нет","","","","","",""
"TT16926397","Закрыта","25.09.2021 11:41:37","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 23:41:37","нет","14","14","14","OBO","25.09.2021 11:55:05","14"
"TT16928169","Закрыта","25.09.2021 15:38:51","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 3:38:51","нет","5","5","5","OBO","25.09.2021 15:58:48","5"
"TT16929384","Решена","25.09.2021 19:23:13","Претензия","MNP","Перезаведение портации","28.09.2021 19:23:13","нет","102","102","102","OBO","25.09.2021 21:05:54","102"
"TT16928390","Назначена на группу","25.09.2021 16:11:21","Администрирование","Администрирование B2C","Переформление по смерти абонента","30.09.2021 16:11:21","нет","","","","","",""
"TT16925647","Закрыта","25.09.2021 10:02:58","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 10:02:58","нет","311","311","311","OBO","25.09.2021 15:14:27","311"
"TT16926619","Назначена на группу","25.09.2021 12:09:40","Претензия","Письменная претензия","Ответ на письменную претензию","25.10.2021 12:09:40","нет","","","","","",""
"TT16925336","Закрыта","25.09.2021 9:18:39","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.09.2022 9:18:39","нет","1063","1063","1063","Technology TT","26.09.2021 3:01:50","1063"
"TT16926290","Закрыта","25.09.2021 11:28:33","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.09.2022 11:28:33","нет","933","933","933","Technology TT","26.09.2021 3:01:50","933"
"TT16928727","Закрыта","25.09.2021 17:05:57","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 9:05:57","нет","596","596","596","Technology TT","26.09.2021 3:01:50","596"
"TT16929906","Внешний запрос","25.09.2021 22:03:34","Претензия","Контент","Геопоиск","28.09.2021 10:03:34","нет","371","371","371","OBO","26.09.2021 4:14:49","371"
"TT16930058","Закрыта","25.09.2021 23:24:11","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 15:24:11","нет","217","217","217","Technology TT","26.09.2021 3:01:50","217"
"TT16928668","Назначена на группу","25.09.2021 16:58:02","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 16:58:02","нет","","","","","",""
"TT16926711","Назначена на группу","25.09.2021 12:23:00","Администрирование","Документация В2С","Копии документов для Tele2","28.09.2021 12:23:00","нет","","","","","",""
"TT16924729","Закрыта","25.09.2021 6:57:49","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 14:57:49","нет","70","70","70","OBO","25.09.2021 8:07:15","70"
"TT16928481","Назначена на группу","25.09.2021 16:29:25","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.10.2021 16:29:25","нет","","","","","",""
"TT16925827","Закрыта","25.09.2021 10:29:26","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.09.2022 10:29:26","нет","992","992","992","Technology TT","26.09.2021 3:01:50","992"
"TT16928696","Назначена на группу","25.09.2021 17:01:36","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","10.10.2021 17:01:36","нет","","","","","",""
"TT16929173","Назначена на группу","25.09.2021 18:29:36","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 18:29:36","нет","","","","","",""
"TT16925469","Закрыта","25.09.2021 9:35:21","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","25.01.2022 1:35:21","нет","1046","1046","1046","Technology TT","26.09.2021 3:01:50","1046"
"TT16928424","Закрыта","25.09.2021 16:16:25","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","25.01.2022 8:16:25","нет","645","645","645","Technology TT","26.09.2021 3:01:50","645"
"TT16924728","Назначена на группу","25.09.2021 6:57:48","Администрирование","Администрирование B2C","Перечисление на номер телефона","10.10.2021 6:57:48","нет","","","","","",""
"TT16928374","Закрыта","25.09.2021 16:09:41","Претензия","SMS","Не получить SMS от другого оператора","26.09.2021 16:09:41","нет","143","143","143","OBO","25.09.2021 18:32:36","143"
"TT16925632","Назначена на группу","25.09.2021 10:00:01","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.10.2021 10:00:00","нет","","","","","",""
"TT16930167","Назначена на группу","26.09.2021 0:13:15","Претензия","Телефония","Шумы, помехи","29.09.2021 0:13:15","нет","","","","","",""
"TT16927660","Назначена на группу","25.09.2021 14:30:45","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.09.2021 14:30:45","нет","","","","","",""
"TT16928658","Назначена на группу","25.09.2021 16:57:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 16:57:00","нет","","","","","",""
"TT16927618","Назначена на группу","25.09.2021 14:25:23","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.10.2021 14:25:23","нет","","","","","",""
"TT16929771","Назначена на группу","25.09.2021 21:16:41","Претензия","Личный кабинет","Проблема в работе ЛК","29.09.2021 21:16:41","нет","","","","","",""
"TT16925024","Закрыта","25.09.2021 8:24:01","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 8:24:01","нет","114","114","114","OBO","25.09.2021 10:18:47","114"
"TT16928907","Назначена на группу","25.09.2021 17:36:47","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 17:36:47","нет","","","","","",""
"TT16927233","Назначена на группу","25.09.2021 13:30:11","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 13:30:11","нет","","","","","",""
"TT16930027","Назначена на группу","25.09.2021 23:02:56","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.09.2021 7:02:56","нет","","","","","",""
"TT16927727","Закрыта","25.09.2021 14:38:06","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","25.01.2022 6:38:06","нет","743","743","743","Technology TT","26.09.2021 3:01:50","743"
"TT16925170","Закрыта","25.09.2021 8:52:16","Претензия","CCB","Требуется ОС от старшего","26.09.2021 8:52:16","нет","162","162","162","Contact_Center","25.09.2021 11:34:34","162"
"TT16924553","Назначена на группу","25.09.2021 5:07:14","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.10.2021 5:07:14","нет","","","","","",""
"TT16924982","Назначена на группу","25.09.2021 8:14:34","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.09.2021 8:14:34","нет","","","","","",""
"TT16929269","Закрыта","25.09.2021 18:52:45","Претензия","Контент","Абонент ничего не заказывал","28.09.2021 6:52:45","нет","11","11","11","OBO","25.09.2021 19:19:16","11"
"TT16924761","Закрыта","25.09.2021 7:11:51","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.01.2022 23:11:51","нет","1190","1190","1190","Technology TT","26.09.2021 3:01:50","1190"
"TT16928025","Назначена на группу","25.09.2021 15:16:58","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 15:16:58","нет","","","","","",""
"TT16927473","Закрыта","25.09.2021 14:02:41","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 6:02:41","нет","779","779","779","Technology TT","26.09.2021 3:01:50","779"
"TT16929287","Закрыта","25.09.2021 18:57:17","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","30.09.2021 18:57:17","нет","28","28","28","OBO","25.09.2021 19:25:46","28"
"TT16929052","Назначена на группу","25.09.2021 18:07:13","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","30.09.2021 18:07:13","нет","","","","","",""
"TT16924404","Закрыта","25.09.2021 3:23:43","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 15:23:43","нет","466","466","466","OBO","25.09.2021 16:24:17","466"
"TT16927627","Назначена на группу","25.09.2021 14:26:13","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.10.2021 14:26:13","нет","","","","","",""
"TT16927723","Назначена на группу","25.09.2021 14:37:54","Администрирование","Администрирование B2C","Возврат денежных средств","10.10.2021 14:37:54","нет","","","","","",""
"TT16927961","Назначена на группу","25.09.2021 15:08:09","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 15:08:09","нет","","","","","",""
"TT16929875","Назначена на группу","25.09.2021 21:54:45","Претензия","Претензии к дилеру","Подключен неверный тариф","02.10.2021 21:54:45","нет","","","","","",""
"TT16925082","Назначена на группу","25.09.2021 8:36:17","Претензия","Телефония","Исходящие местные вызовы","28.09.2021 8:36:17","нет","","","","","",""
"TT16924653","Закрыта","25.09.2021 6:18:38","Администрирование","Администрирование B2C","Регистрационная форма","27.09.2021 6:18:38","нет","458","458","458","OBO","25.09.2021 13:56:47","458"
"TT16927079","Закрыта","25.09.2021 13:07:32","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.01.2022 5:07:32","нет","834","834","834","Technology TT","26.09.2021 3:01:50","834"
"TT16925087","Закрыта","25.09.2021 8:37:10","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 16:37:10","нет","35","35","35","OBO","25.09.2021 9:12:14","35"
"TT16929486","Закрыта","25.09.2021 19:48:48","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.01.2022 11:48:48","нет","433","433","433","Technology TT","26.09.2021 3:01:50","433"
"TT16927086","Назначена на группу","25.09.2021 13:08:43","Администрирование","Администрирование B2C","Непричастность к Договору","25.10.2021 13:08:43","нет","","","","","",""
"TT16927450","Закрыта","25.09.2021 13:58:35","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 5:58:35","нет","783","783","783","Technology TT","26.09.2021 3:01:50","783"
"TT16927151","Назначена на группу","25.09.2021 13:17:09","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 13:17:09","нет","","","","","",""
"TT16927109","Закрыта","25.09.2021 13:10:59","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 5:10:59","нет","830","830","830","Technology TT","26.09.2021 3:01:50","830"
"TT16928190","Назначена на группу","25.09.2021 15:41:02","Претензия","Передача данных","Нет соединения 4G","28.09.2021 15:41:02","нет","","","","","",""
"TT16924683","Закрыта","25.09.2021 6:35:54","Претензия","Контент","Абонент ничего не заказывал","27.09.2021 18:35:54","нет","185","185","185","OBO","25.09.2021 9:40:15","185"
"TT16927822","Назначена на группу","25.09.2021 14:51:07","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.09.2021 14:51:07","нет","","","","","",""
"TT16925509","Закрыта","25.09.2021 9:40:51","Администрирование","Документация В2С","Копии документов для Tele2","28.09.2021 9:40:51","нет","439","439","439","OBO","25.09.2021 16:59:46","439"
"TT16926286","Закрыта","25.09.2021 11:28:07","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.09.2021 11:28:07","нет","309","309","309","OBO","25.09.2021 16:37:16","309"
"TT16927492","Назначена на группу","25.09.2021 14:06:11","Администрирование","Администрирование B2C","Блокировка. Подозрение в мошенничестве","02.10.2021 14:06:11","нет","126","126","126","OBO","25.09.2021 16:12:14","126"
"TT16927737","Закрыта","25.09.2021 14:39:28","Претензия","Тарификация","Удвоение пакета ГБ","29.09.2021 14:39:28","нет","15","15","15","OBO","25.09.2021 14:54:10","15"
"TT16929886","Закрыта","25.09.2021 21:58:52","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.01.2022 13:58:52","нет","303","303","303","Technology TT","26.09.2021 3:01:50","303"
"TT16924993","Назначена на группу","25.09.2021 8:17:42","MVNO","Сеть (MVNO)","Поиск сети","28.09.2021 8:17:42","нет","70","70","70","OBO","25.09.2021 9:29:19","70"
"TT16927785","Назначена на группу","25.09.2021 14:45:38","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.10.2021 14:45:38","нет","","","","","",""
"TT16928881","Закрыта","25.09.2021 17:32:15","Администрирование","Документация В2С","Копии документов для Tele2","28.09.2021 17:32:15","нет","329","329","329","OBO","25.09.2021 23:01:48","329"
"TT16925265","Закрыта","25.09.2021 9:08:29","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.09.2022 9:08:29","нет","1073","1073","1073","Technology TT","26.09.2021 3:01:50","1073"
"TT16927770","Закрыта","25.09.2021 14:43:44","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","25.01.2022 6:43:44","нет","738","738","738","Technology TT","26.09.2021 3:01:50","738"
