#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16888454","Закрыта","20.09.2021 15:44:51","Претензия","MNP","Перезаведение портации","23.09.2021 15:44:51","нет","13","10","10","OBO","20.09.2021 15:54:31","10"
"TT16885006","Закрыта","20.09.2021 10:55:57","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 10:55:57","нет","58","58","58","OBO","20.09.2021 11:53:14","58"
"TT16890613","Закрыта","20.09.2021 21:10:06","Претензия","Технологическая заявка","Длительные проблемы с сетью","20.09.2022 21:10:06","нет","351","351","351","Technology TT","21.09.2021 3:01:30","351"
"TT16883489","Закрыта","20.09.2021 8:13:56","Администрирование","Администрирование B2B","Расторжение договора (полное) - Удержание","24.09.2021 8:13:56","нет","1362","1362","1362","Corp IRK","21.09.2021 6:55:13","1362"
"TT16889542","Закрыта","20.09.2021 17:44:06","Претензия","Технологическая заявка","Низкая скорость передачи данных","20.01.2022 9:44:06","нет","557","557","557","Technology TT","21.09.2021 3:01:30","557"
"TT16882874","Назначена на группу","20.09.2021 4:49:22","Претензия","Личный кабинет","Проблема в работе ЛК","24.09.2021 4:49:22","нет","16","16","16","OBO","20.09.2021 5:05:02","16"
"TT16888692","Закрыта","20.09.2021 16:13:21","Претензия","Контент","Абонент ничего не заказывал","23.09.2021 4:13:21","нет","326","326","326","OBO","21.09.2021 11:09:34","326"
"TT16889908","Ожидание информации","20.09.2021 18:37:30","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","30.09.2021 18:37:30","нет","5005","5005","5005","OBO","24.09.2021 7:55:32","5005"
"TT16891025","Закрыта","21.09.2021 0:18:43","Администрирование","Администрирование B2B","Бизнес окружение","21.09.2021 12:18:43","нет","200","200","200","OBO","21.09.2021 3:38:00","200"
"TT16886430","Закрыта","20.09.2021 12:21:17","Администрирование","Администрирование B2B","Внесение данных ПМ/МП","23.09.2021 12:21:17","нет","1758","1758","1758","B2B Admin","21.09.2021 17:39:54","1758"
"TT16891206","Назначена на группу","21.09.2021 2:50:10","Претензия","Тарификация","Местные вызовы","25.09.2021 2:50:10","нет","463","463","463","OBO","21.09.2021 10:33:27","463"
"TT16882796","Закрыта","20.09.2021 3:50:12","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","30.09.2021 3:50:12","нет","2833","2833","2833","OBO","22.09.2021 3:03:19","2833"
"TT16885766","Закрыта","20.09.2021 11:49:09","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 11:49:09","нет","186","186","186","OBO","20.09.2021 14:55:11","186"
"TT16890818","Закрыта","20.09.2021 22:18:47","Претензия","Технологическая заявка","Слабое покрытие в помещении","20.01.2022 14:18:47","нет","283","283","283","Technology TT","21.09.2021 3:01:30","283"
"TT16885448","Закрыта","20.09.2021 11:29:59","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","20.01.2022 3:29:59","нет","931","931","931","Technology TT","21.09.2021 3:01:30","931"
"TT16889993","Закрыта","20.09.2021 18:50:31","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","20.01.2022 10:50:31","нет","491","491","491","Technology TT","21.09.2021 3:01:30","491"
"TT16883784","Закрыта","20.09.2021 8:52:56","Администрирование","Администрирование B2C","Корректировка РФА","22.09.2021 8:52:56","нет","17","17","17","OBO","20.09.2021 9:09:19","17"
"TT16887824","Закрыта","20.09.2021 14:44:59","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 14:44:59","нет","136","136","136","OBO","20.09.2021 17:01:27","136"
"TT16887351","Закрыта","20.09.2021 13:48:43","Претензия","Технологическая заявка","Низкая скорость передачи данных","20.01.2022 5:48:43","нет","793","793","793","Technology TT","21.09.2021 3:01:30","793"
"TT16887305","Закрыта","20.09.2021 13:44:00","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","30.09.2021 13:44:00","нет","1910","1910","1910","OBO","21.09.2021 21:34:05","1910"
"TT16889110","Закрыта","20.09.2021 16:54:27","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 16:54:27","нет","5891","5891","5891","BO MOS","24.09.2021 19:05:39","5891"
"TT16883800","Закрыта","20.09.2021 8:55:24","Администрирование","Администрирование B2C","Ошибочный наличный платёж","20.09.2021 16:55:24","нет","8","8","8","OBO","20.09.2021 9:03:05","8"
"TT16889343","Закрыта","20.09.2021 17:19:39","Претензия","NPS","Передача данных - Нет соединения","20.09.2022 17:19:39","нет","581","581","581","NPS","21.09.2021 3:00:32","581"
"TT16890705","Закрыта","20.09.2021 21:37:21","Претензия","CCB","Для Digital: помощь с заказом","21.09.2021 21:37:21","нет","2222","2222","2222","E-Shop","22.09.2021 10:39:50","2222"
"TT16886871","Закрыта","20.09.2021 13:03:10","Претензия","Контент","Абонент ничего не заказывал","23.09.2021 1:03:10","нет","12","12","12","OBO","20.09.2021 13:20:47","12"
"TT16888089","Закрыта","20.09.2021 15:07:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 15:07:50","нет","154","154","154","OBO","20.09.2021 17:41:46","154"
"TT16888836","Закрыта","20.09.2021 16:27:42","Администрирование","Администрирование B2C","Перечисление на номер телефона","05.10.2021 16:27:42","нет","2760","2760","2760","OBO","22.09.2021 14:27:43","2760"
"TT16889789","Закрыта","20.09.2021 18:18:07","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","20.01.2022 10:18:07","нет","523","523","523","Technology TT","21.09.2021 3:01:30","523"
"TT16884162","Закрыта","20.09.2021 9:36:02","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","20.01.2022 1:36:02","нет","1045","1045","1045","Technology TT","21.09.2021 3:01:30","1045"
"TT16885780","Закрыта","20.09.2021 11:49:51","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 11:49:51","нет","66","66","66","OBO","20.09.2021 12:55:16","66"
"TT16887328","Закрыта","20.09.2021 13:46:23","Администрирование","Одобрение ЭРФ","Переоформление","21.09.2021 13:46:23","нет","236","236","236","OBO","20.09.2021 17:42:20","236"
"TT16888522","Ожидание информации","20.09.2021 15:53:24","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","05.10.2021 15:53:24","нет","4010","4010","4010","OBO","23.09.2021 10:43:24","4010"
"TT16890198","Закрыта","20.09.2021 19:25:48","Претензия","CCB","Жалоба на сотрудника телемаркетинга","21.09.2021 19:25:47","нет","456","456","456","Technology TT","21.09.2021 3:01:30","456"
"TT16887364","Закрыта","20.09.2021 13:50:06","Администрирование","Документация В2С","Копии документов для Tele2","23.09.2021 13:50:06","нет","1455","1455","1455","OBO","21.09.2021 14:05:36","1455"
"TT16887437","Закрыта","20.09.2021 13:58:24","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 13:58:24","нет","149","149","149","OBO","20.09.2021 16:27:34","149"
"TT16890982","Закрыта","20.09.2021 23:50:24","Претензия","Технологическая заявка","Низкая скорость передачи данных","20.01.2022 15:50:24","нет","191","191","191","Technology TT","21.09.2021 3:01:30","191"
"TT16889052","Закрыта","20.09.2021 16:49:29","Администрирование","Администрирование B2B","Подключение доставки счета с ЭЦП","21.09.2021 16:49:29","нет","1162","1162","1162","B2B Admin","21.09.2021 12:11:26","1162"
"TT16889881","Закрыта","20.09.2021 18:33:04","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","30.09.2021 18:33:04","нет","3703","3703","3703","OBO","23.09.2021 8:16:24","3703"
"TT16889413","Закрыта","20.09.2021 17:27:44","Администрирование","Администрирование B2C","Ошибочный наличный платёж","21.09.2021 1:27:44","нет","30","30","30","OBO","20.09.2021 17:57:35","30"
"TT16890083","Закрыта","20.09.2021 19:07:26","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","20.01.2022 11:07:26","нет","474","474","474","Technology TT","21.09.2021 3:01:30","474"
"TT16890549","Закрыта","20.09.2021 20:53:01","Претензия","Контент","Абонент ничего не заказывал","23.09.2021 8:53:01","нет","712","712","712","OBO","21.09.2021 21:30:14","712"
"TT16888202","Закрыта","20.09.2021 15:18:45","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","30.09.2021 15:18:45","нет","2644","2644","2644","OBO","22.09.2021 11:22:35","2644"
"TT16884438","Закрыта","20.09.2021 10:06:04","Администрирование","Администрирование B2C","Перечисление на номер телефона","05.10.2021 10:06:04","нет","2850","2850","2850","OBO","22.09.2021 9:36:38","2850"
"TT16885228","Решена","20.09.2021 11:12:34","Претензия","Письменная претензия","Ответ на письменную претензию","20.10.2021 11:12:34","нет","5794","5794","5794","OBO","24.09.2021 11:46:30","5794"
"TT16889162","Ожидание информации","20.09.2021 16:58:51","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","05.10.2021 16:58:51","нет","4039","4039","4039","OBO","23.09.2021 12:17:06","4039"
"TT16887189","Закрыта","20.09.2021 13:32:36","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","30.09.2021 13:32:36","нет","1673","1673","1673","BO MOS","21.09.2021 17:25:56","1673"
"TT16889865","Закрыта","20.09.2021 18:30:48","MVNO","CAMEL/внутрисетевой роуминг (MVNO)","Не зарегистрироваться в гостевой сети","23.09.2021 18:30:48","нет","6019","5924","5924","RT L2","24.09.2021 22:51:49","5924"
"TT16889865","Закрыта","20.09.2021 18:30:48","MVNO","CAMEL/внутрисетевой роуминг (MVNO)","Не зарегистрироваться в гостевой сети","23.09.2021 18:30:48","нет","6019","95","95","OBO","20.09.2021 20:07:51","95"
"TT16883583","Закрыта","20.09.2021 8:25:26","Претензия","NPS","Передача данных - Низкая скорость","20.09.2022 8:25:26","нет","1115","1115","1115","NPS","21.09.2021 3:00:32","1115"
"TT16885216","Закрыта","20.09.2021 11:11:47","Претензия","Личный кабинет","Проблема в работе ЛК","24.09.2021 11:11:47","нет","15","15","15","OBO","20.09.2021 11:26:00","15"
"TT16882794","Закрыта","20.09.2021 3:48:49","Претензия","SMS","Не получить SMS от Tele2","21.09.2021 3:48:49","нет","81","81","81","OBO","20.09.2021 5:09:06","81"
"TT16889903","Закрыта","20.09.2021 18:37:08","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","20.01.2022 10:37:08","нет","504","504","504","Technology TT","21.09.2021 3:01:30","504"
"TT16884535","Закрыта","20.09.2021 10:12:13","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 10:12:13","нет","217","217","217","OBO","20.09.2021 13:49:25","217"
"TT16889778","Закрыта","20.09.2021 18:17:01","Претензия","Проблема с SPR","Отсутствуют услуги в профиле","24.09.2021 18:17:01","нет","1465","183","10","OBO","21.09.2021 18:42:14","193"
"TT16889778","Закрыта","20.09.2021 18:17:01","Претензия","Проблема с SPR","Отсутствуют услуги в профиле","24.09.2021 18:17:01","нет","1465","1272","1272","Central Product B2B","21.09.2021 15:39:25","1272"
"TT16885560","Закрыта","20.09.2021 11:37:00","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","25.09.2021 11:37:00","нет","76","76","76","OBO","20.09.2021 16:32:01","76"
"TT16887581","Закрыта","20.09.2021 14:14:17","Администрирование","Документация В2С","Копии документов для Tele2","23.09.2021 14:14:17","нет","1338","1338","1338","OBO","21.09.2021 12:32:08","1338"
"TT16889164","Закрыта","20.09.2021 16:59:01","Претензия","Технологическая заявка","Низкая скорость передачи данных","20.01.2022 8:59:00","нет","602","602","602","Technology TT","21.09.2021 3:01:30","602"
"TT16887172","Закрыта","20.09.2021 13:30:22","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 13:30:22","нет","86","86","86","OBO","20.09.2021 14:56:59","86"
"TT16883473","Закрыта","20.09.2021 8:11:52","Претензия","Технологическая заявка","Длительные проблемы с сетью","20.09.2022 8:11:52","нет","1130","1130","1130","Technology TT","21.09.2021 3:01:30","1130"
"TT16884237","Закрыта","20.09.2021 9:43:20","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","21.09.2021 9:43:20","нет","141","141","141","CKBO B2B","20.09.2021 12:04:19","141"
"TT16883051","Закрыта","20.09.2021 5:59:47","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","21.09.2021 5:59:47","нет","294","116","116","CKBO B2B","20.09.2021 7:55:36","116"
"TT16883051","Закрыта","20.09.2021 5:59:47","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","21.09.2021 5:59:47","нет","294","139","139","B2B Admin","20.09.2021 10:53:18","139"
"TT16883051","Закрыта","20.09.2021 5:59:47","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","21.09.2021 5:59:47","нет","294","39","39","OBO","20.09.2021 8:34:50","39"
"TT16883665","Закрыта","20.09.2021 8:34:41","Претензия","CCB","Жалоба на сотрудника телемаркетинга","21.09.2021 8:34:41","нет","1107","1107","1107","Technology TT","21.09.2021 3:01:30","1107"
"TT16890736","Закрыта","20.09.2021 21:48:30","Претензия","Телефония","Исходящие местные вызовы","23.09.2021 21:48:30","нет","3288","26","26","OBO","23.09.2021 4:36:47","26"
"TT16890736","Закрыта","20.09.2021 21:48:30","Претензия","Телефония","Исходящие местные вызовы","23.09.2021 21:48:30","нет","3288","3262","3262","Tech IRK","23.09.2021 4:10:50","3262"
"TT16889322","Закрыта","20.09.2021 17:16:55","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 17:16:55","нет","94","94","94","OBO","20.09.2021 18:50:43","94"
"TT16882832","Закрыта","20.09.2021 4:21:33","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","30.09.2021 4:21:33","нет","2808","2808","2808","OBO","22.09.2021 3:09:54","2808"
"TT16886713","Закрыта","20.09.2021 12:47:47","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","21.09.2021 12:47:47","нет","333","333","333","B2B Admin","20.09.2021 18:20:17","333"
"TT16884322","Закрыта","20.09.2021 9:52:31","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","30.09.2021 9:52:31","нет","1834","1834","1834","BO MOS","21.09.2021 16:26:00","1834"
"TT16887582","Закрыта","20.09.2021 14:14:17","Претензия","NPS","Передача данных - Низкая скорость","20.09.2022 14:14:17","нет","766","766","766","NPS","21.09.2021 3:00:32","766"
"TT16882844","Закрыта","20.09.2021 4:29:35","Администрирование","Администрирование B2B","Нестандартный запрос","23.09.2021 4:29:35","нет","3309","3309","3309","Corp IRK","22.09.2021 11:38:13","3309"
"TT16885617","Закрыта","20.09.2021 11:40:22","Администрирование","Одобрение ЭРФ","Переоформление","21.09.2021 11:40:22","нет","428","428","428","OBO","20.09.2021 18:48:32","428"
"TT16889374","Закрыта","20.09.2021 17:23:47","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","30.09.2021 17:23:47","нет","2473","2473","2473","BO MOS","22.09.2021 10:36:14","2473"
"TT16890717","Закрыта","20.09.2021 21:42:25","Администрирование","Администрирование B2C","Ошибочный наличный платёж","21.09.2021 5:42:25","нет","11","11","11","OBO","20.09.2021 21:53:19","11"
"TT16885488","Закрыта","20.09.2021 11:32:51","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 11:32:51","нет","1472","1472","1472","BO MOS","21.09.2021 12:04:19","1472"
"TT16884454","Закрыта","20.09.2021 10:06:47","Претензия","CCB","Обратная связь на работу оператора КЦ","25.09.2021 10:06:47","нет","1865","1865","1865","Мониторинг","21.09.2021 17:11:03","1865"
