#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16901104","Закрыта","22.09.2021 8:09:42","Администрирование","Администрирование B2C","Ошибочный наличный платёж","22.09.2021 16:09:42","нет","147","147","147","OBO","22.09.2021 10:36:38","147"
"TT16908194","Закрыта","22.09.2021 23:06:12","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 15:06:12","нет","235","235","235","Technology TT","23.09.2021 3:01:44","235"
"TT16904547","Закрыта","22.09.2021 13:49:50","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 1:49:50","нет","36","36","36","OBO","22.09.2021 20:46:09","36"
"TT16904263","Закрыта","22.09.2021 13:20:26","Претензия","NPS","Передача данных - Низкая скорость","22.09.2022 13:20:26","нет","820","820","820","NPS","23.09.2021 3:00:39","820"
"TT16900998","Закрыта","22.09.2021 7:47:02","Администрирование","Одобрение ЭРФ","Переоформление","23.09.2021 7:47:02","нет","1231","1231","1231","OBO","23.09.2021 4:18:20","1231"
"TT16907339","Закрыта","22.09.2021 19:03:46","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 11:03:46","нет","478","478","478","Technology TT","23.09.2021 3:01:44","478"
"TT16902939","Закрыта","22.09.2021 11:17:27","Администрирование","Администрирование B2B","Списание за категорийный номер","25.09.2021 23:17:27","нет","4596","4321","4321","Corp CHE","25.09.2021 15:43:50","4321"
"TT16902939","Закрыта","22.09.2021 11:17:27","Администрирование","Администрирование B2B","Списание за категорийный номер","25.09.2021 23:17:27","нет","4596","265","10","B2B Admin","25.09.2021 15:53:28","275"
"TT16906085","Назначена на группу","22.09.2021 16:24:48","Претензия","Письменная претензия","Ответ на письменную претензию","22.10.2021 16:24:48","нет","932","932","932","OBO","23.09.2021 7:56:15","932"
"TT16906932","Назначена на группу","22.09.2021 17:59:43","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 17:59:43","нет","","","","","",""
"TT16907281","Закрыта","22.09.2021 18:53:57","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 10:53:57","нет","488","488","488","Technology TT","23.09.2021 3:01:44","488"
"TT16902937","Закрыта","22.09.2021 11:17:17","Претензия","Телефония","Недостаточно средств","25.09.2021 11:17:17","нет","1870","1870","1870","OBO","23.09.2021 18:27:30","1870"
"TT16904972","Закрыта","22.09.2021 14:33:37","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 14:33:37","нет","222","222","222","OBO","23.09.2021 16:11:07","222"
"TT16908144","Закрыта","22.09.2021 22:41:07","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 14:41:07","нет","260","260","260","Technology TT","23.09.2021 3:01:44","260"
"TT16903742","Внешний запрос","22.09.2021 12:25:32","Претензия","Претензии к дилеру","Не выполнена операция клиента","29.09.2021 12:25:32","нет","2916","2916","2916","OBO","24.09.2021 13:01:08","2916"
"TT16903593","Закрыта","22.09.2021 12:11:00","Претензия","MNP","После переноса в Tele2 не работают услуги","25.09.2021 12:11:00","нет","770","770","770","OBO","23.09.2021 18:31:10","770"
"TT16906390","Закрыта","22.09.2021 16:55:35","Претензия","Черный список КЦ","Внесение абонента в черный список","22.09.2021 18:55:35","нет","3","3","3","Черный список КЦ","22.09.2021 16:58:46","3"
"TT16907716","Закрыта","22.09.2021 20:21:17","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 8:21:17","нет","593","593","593","OBO","24.09.2021 9:51:59","593"
"TT16901214","Ожидание информации","22.09.2021 8:28:00","Претензия","М2М Platform","Проблемы с тарификацией","25.09.2021 8:28:00","нет","3193","3193","3193","OBO","24.09.2021 13:41:27","3193"
"TT16905637","Закрыта","22.09.2021 15:37:38","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 15:37:38","нет","1439","1439","1439","OBO","23.09.2021 15:36:18","1439"
"TT16903459","Закрыта","22.09.2021 11:57:11","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 11:57:11","нет","904","904","904","Technology TT","23.09.2021 3:01:44","904"
"TT16905455","Закрыта","22.09.2021 15:18:44","Администрирование","Администрирование B2B","Расторжение договора (полное)","23.09.2021 15:18:44","нет","1250","1250","1250","B2B Admin","23.09.2021 12:08:28","1250"
"TT16906968","Закрыта","22.09.2021 18:04:31","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 6:04:31","нет","29","29","29","OBO","22.09.2021 19:22:48","29"
"TT16900496","Закрыта","22.09.2021 5:18:02","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 17:18:02","нет","226","226","226","OBO","23.09.2021 8:30:39","226"
"TT16904827","Закрыта","22.09.2021 14:19:22","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","02.10.2021 14:19:22","нет","4449","4449","4449","OBO","25.09.2021 16:28:28","4449"
"TT16906301","Закрыта","22.09.2021 16:45:40","Администрирование","Администрирование B2C","Корректировка РФА","24.09.2021 16:45:40","нет","1440","1440","1440","OBO","23.09.2021 16:45:39","1440"
"TT16904064","Закрыта","22.09.2021 13:00:32","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 5:00:32","нет","841","841","841","Technology TT","23.09.2021 3:01:44","841"
"TT16906847","Внешний запрос","22.09.2021 17:49:20","Претензия","Wink","Проблемы с услугой Wink","26.09.2021 17:49:20","нет","61","61","61","OBO","25.09.2021 17:37:49","61"
"TT16901679","Закрыта","22.09.2021 9:30:25","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 21:30:25","нет","48","48","48","OBO","22.09.2021 18:26:23","48"
"TT16901530","Закрыта","22.09.2021 9:12:58","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 1:12:58","нет","1069","1069","1069","Technology TT","23.09.2021 3:01:44","1069"
"TT16903542","Внутренний запрос","22.09.2021 12:06:02","Претензия","Письменная претензия","Ответ на письменную претензию","22.10.2021 12:06:02","нет","2862","2862","2862","OBO","24.09.2021 11:48:00","2862"
"TT16904248","Закрыта","22.09.2021 13:19:39","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 13:19:39","нет","822","822","822","Technology TT","23.09.2021 3:01:44","822"
"TT16905340","Закрыта","22.09.2021 15:07:25","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 3:07:25","нет","99","99","99","OBO","22.09.2021 21:45:01","99"
"TT16905767","Закрыта","22.09.2021 15:50:51","Претензия","Тарификация","Проблемы со списанием АП","26.09.2021 15:50:51","нет","4019","1073","88","OBO","25.09.2021 10:49:39","1426"
"TT16905767","Закрыта","22.09.2021 15:50:51","Претензия","Тарификация","Проблемы со списанием АП","26.09.2021 15:50:51","нет","4019","1661","932","NPD_CC_PCI_troubles","24.09.2021 16:56:36","2593"
"TT16900304","Закрыта","22.09.2021 3:14:29","Претензия","Технологическая заявка","Низкая скорость передачи данных","21.01.2022 19:14:29","нет","1427","1427","1427","Technology TT","23.09.2021 3:01:44","1427"
"TT16904175","Закрыта","22.09.2021 13:11:54","Администрирование","Администрирование B2B","Перенос денежных средств","23.09.2021 13:11:54","нет","133","133","133","CKBO B2B","22.09.2021 15:24:40","133"
"TT16904761","Закрыта","22.09.2021 14:12:49","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 2:12:49","нет","139","139","139","OBO","22.09.2021 17:02:58","139"
"TT16907821","Закрыта","22.09.2021 20:51:20","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 20:51:20","нет","370","370","370","Technology TT","23.09.2021 3:01:44","370"
"TT16900398","Новый","22.09.2021 4:16:48","Администрирование","Администрирование B2B","Отправка договора с ЭП","","нет","","","","","",""
"TT16901294","Закрыта","22.09.2021 8:39:36","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","22.01.2022 0:39:36","нет","1102","1102","1102","Technology TT","23.09.2021 3:01:44","1102"
"TT16908029","Закрыта","22.09.2021 21:56:38","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 13:56:38","нет","305","305","305","Technology TT","23.09.2021 3:01:44","305"
"TT16904324","Закрыта","22.09.2021 13:25:31","MVNO","Передача данных (MVNO)","Нет соединения","25.09.2021 13:25:31","нет","2883","247","21","OBO","24.09.2021 9:21:44","349"
"TT16904324","Закрыта","22.09.2021 13:25:31","MVNO","Передача данных (MVNO)","Нет соединения","25.09.2021 13:25:31","нет","2883","2115","170","Tech MGD","24.09.2021 9:00:43","2285"
"TT16904324","Закрыта","22.09.2021 13:25:31","MVNO","Передача данных (MVNO)","Нет соединения","25.09.2021 13:25:31","нет","2883","249","249","VTB L2","24.09.2021 13:30:10","249"
"TT16907690","Закрыта","22.09.2021 20:16:15","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 12:16:15","нет","405","405","405","Technology TT","23.09.2021 3:01:44","405"
"TT16905913","Закрыта","22.09.2021 16:05:18","Администрирование","Одобрение ЭРФ","Переоформление","23.09.2021 16:05:18","нет","89","89","89","OBO","22.09.2021 17:34:40","89"
"TT16906620","Закрыта","22.09.2021 17:18:39","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 17:18:39","нет","615","615","615","OBO","23.09.2021 3:33:34","615"
"TT16905378","Закрыта","22.09.2021 15:10:55","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 7:10:55","нет","711","711","711","Technology TT","23.09.2021 3:01:44","711"
"TT16906604","Закрыта","22.09.2021 17:16:52","Претензия","Передача данных","Нет соединения 4G","25.09.2021 17:16:52","нет","73","73","73","OBO","22.09.2021 18:29:17","73"
"TT16906031","Назначена на группу","22.09.2021 16:16:55","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","22.11.2021 16:16:55","нет","","","","","",""
"TT16907108","Закрыта","22.09.2021 18:26:17","Претензия","CCB","Обратная связь на работу оператора КЦ","27.09.2021 18:26:17","нет","1111","1111","1111","Мониторинг","23.09.2021 12:57:55","1111"
"TT16902734","Закрыта","22.09.2021 11:04:07","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 11:04:07","нет","1422","1422","1422","OBO","23.09.2021 10:46:44","1422"
"TT16908434","Закрыта","23.09.2021 2:19:29","Администрирование","ГОЗ (corpzapros)","Вопросы по договору ","24.09.2021 2:19:29","нет","167","167","167","Corp IRK","23.09.2021 5:07:49","167"
"TT16900425","Закрыта","22.09.2021 4:39:05","Претензия","Проблемы с платежами","Автоплатеж","25.09.2021 4:39:05","нет","685","685","685","OBO","24.09.2021 9:20:00","685"
"TT16903769","Закрыта","22.09.2021 12:28:57","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","24.09.2021 12:28:57","нет","25","25","25","CKBO B2B","22.09.2021 12:53:35","25"
"TT16905956","Закрыта","22.09.2021 16:10:20","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 16:10:20","нет","1453","1453","1453","OBO","23.09.2021 16:23:51","1453"
"TT16902434","Отложенное решение","22.09.2021 10:37:17","MVNO","Телефония (MVNO)","Обрыв звонка","06.10.2021 10:37:17","нет","3236","202","5","OBO","24.09.2021 14:49:36","207"
"TT16902434","Отложенное решение","22.09.2021 10:37:17","MVNO","Телефония (MVNO)","Обрыв звонка","06.10.2021 10:37:17","нет","3236","2924","2924","Tech NIN","24.09.2021 14:44:44","2924"
"TT16902434","Отложенное решение","22.09.2021 10:37:17","MVNO","Телефония (MVNO)","Обрыв звонка","06.10.2021 10:37:17","нет","3236","105","105","RT L2","24.09.2021 16:34:07","105"
"TT16907431","Закрыта","22.09.2021 19:24:00","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","22.10.2021 19:24:00","нет","457","457","457","Technology TT","23.09.2021 3:01:44","457"
"TT16906708","Закрыта","22.09.2021 17:28:49","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 17:28:49","нет","139","139","139","OBO","22.09.2021 19:47:42","139"
"TT16905456","Отложенное решение","22.09.2021 15:18:45","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","26.09.2021 15:18:45","нет","1251","1251","1251","B2B Admin","23.09.2021 12:09:16","1251"
"TT16907243","Закрыта","22.09.2021 18:48:07","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 18:48:07","нет","2201","2201","2201","OBO","24.09.2021 7:29:27","2201"
"TT16903931","Назначена на группу","22.09.2021 12:45:29","Администрирование","Администрирование B2B","Предоставление шаблона ответа на претензию","05.10.2021 12:45:29","нет","2573","0","0","Corp MOS","24.09.2021 15:17:38","0"
"TT16903931","Назначена на группу","22.09.2021 12:45:29","Администрирование","Администрирование B2B","Предоставление шаблона ответа на претензию","05.10.2021 12:45:29","нет","2573","2573","2573","CKBO B2B","24.09.2021 7:38:25","2573"
"TT16902253","Закрыта","22.09.2021 10:24:00","Администрирование","Администрирование B2B","Прямой номер (мультинамберинг)","23.09.2021 10:24:00","нет","1176","1176","1176","B2B Admin","23.09.2021 6:00:57","1176"
"TT16904367","Закрыта","22.09.2021 13:29:45","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 13:29:45","нет","102","102","102","OBO","22.09.2021 15:11:10","102"
"TT16901834","Закрыта","22.09.2021 9:49:21","Претензия","Выгодно вместе","Не сработала/некорректная скидка","26.09.2021 9:49:21","нет","140","140","140","OBO","22.09.2021 12:09:43","140"
"TT16907509","Закрыта","22.09.2021 19:39:16","Претензия","CCB","Жалоба на сотрудника телемаркетинга","23.09.2021 19:39:16","нет","442","442","442","Technology TT","23.09.2021 3:01:44","442"
"TT16902326","Закрыта","22.09.2021 10:27:23","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","22.01.2022 2:27:23","нет","994","994","994","Technology TT","23.09.2021 3:01:44","994"
"TT16904786","Закрыта","22.09.2021 14:15:47","Администрирование","Администрирование B2B","Бизнес окружение подключение","24.09.2021 14:15:47","нет","2685","2685","2685","B2B Admin","24.09.2021 11:00:17","2685"
"TT16901026","Закрыта","22.09.2021 7:53:33","Претензия","Контент","Абонент ничего не заказывал","24.09.2021 19:53:33","нет","87","87","87","OBO","22.09.2021 9:32:32","87"
"TT16905862","Закрыта","22.09.2021 16:00:44","Администрирование","Администрирование B2C","Корректировка РФА","24.09.2021 16:00:44","нет","16","16","16","OBO","22.09.2021 16:16:27","16"
"TT16903818","Закрыта","22.09.2021 12:34:41","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","02.10.2021 12:34:41","нет","2560","2560","2560","OBO","24.09.2021 7:14:44","2560"
"TT16906911","Закрыта","22.09.2021 17:57:34","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 17:57:34","нет","209","209","209","OBO","22.09.2021 21:26:51","209"
"TT16901155","Закрыта","22.09.2021 8:17:14","Претензия","Сеть","Поиск сети","25.09.2021 8:17:14","нет","638","568","568","OBO","22.09.2021 18:55:03","568"
"TT16901155","Закрыта","22.09.2021 8:17:14","Претензия","Сеть","Поиск сети","25.09.2021 8:17:14","нет","638","70","70","Tech SRV","22.09.2021 9:27:32","70"
"TT16906514","Закрыта","22.09.2021 17:07:32","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","02.10.2021 17:07:32","нет","355","355","355","OBO","22.09.2021 23:02:36","355"
"TT16903525","Закрыта","22.09.2021 12:05:03","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","02.10.2021 12:05:03","нет","4360","4360","4360","OBO","25.09.2021 12:45:19","4360"
"TT16904270","Закрыта","22.09.2021 13:21:20","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","23.09.2021 13:21:20","нет","1269","1269","1269","B2B Admin","23.09.2021 10:30:56","1269"
"TT16905751","Закрыта","22.09.2021 15:48:59","Администрирование","Администрирование B2C","Ошибочный наличный платёж","22.09.2021 23:48:59","нет","86","86","86","OBO","22.09.2021 17:14:51","86"
"TT16905784","Закрыта","22.09.2021 15:52:40","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 15:52:40","нет","1262","1262","1262","BO MOS","23.09.2021 12:54:34","1262"
"TT16902422","Закрыта","22.09.2021 10:36:28","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 10:36:28","нет","985","985","985","Technology TT","23.09.2021 3:01:44","985"
"TT16903890","Закрыта","22.09.2021 12:40:39","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","27.09.2021 12:40:39","нет","94","94","94","OBO","23.09.2021 7:07:19","94"
"TT16905093","Закрыта","22.09.2021 14:45:38","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 6:45:38","нет","736","736","736","Technology TT","23.09.2021 3:01:44","736"
"TT16908160","Закрыта","22.09.2021 22:49:13","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 10:49:13","нет","737","737","737","OBO","24.09.2021 9:12:10","737"
"TT16907593","Закрыта","22.09.2021 19:53:06","Претензия","MNP","Перезаведение портации","25.09.2021 19:53:06","нет","1548","1548","1548","OBO","23.09.2021 21:41:43","1548"
"TT16905446","Закрыта","22.09.2021 15:17:54","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","07.10.2021 15:17:54","нет","2672","2672","2672","OBO","24.09.2021 11:49:28","2672"
"TT16907514","Закрыта","22.09.2021 19:40:30","Администрирование","Администрирование B2C","Ошибочный наличный платёж","23.09.2021 3:40:30","нет","12","12","12","OBO","22.09.2021 19:52:02","12"
"TT16901463","Закрыта","22.09.2021 9:02:27","Администрирование","Администрирование B2B","Разблокировка номеров","22.09.2021 21:02:27","нет","14","14","14","B2B Admin","22.09.2021 9:16:40","14"
"TT16905794","Закрыта","22.09.2021 15:53:30","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","22.01.2022 7:53:30","нет","668","668","668","Technology TT","23.09.2021 3:01:44","668"
"TT16906182","Закрыта","22.09.2021 16:33:28","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 8:33:28","нет","628","628","628","Technology TT","23.09.2021 3:01:44","628"
"TT16907154","Закрыта","22.09.2021 18:33:36","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 18:33:36","нет","2210","2210","2210","OBO","24.09.2021 7:23:38","2210"
"TT16905255","Закрыта","22.09.2021 14:59:39","Администрирование","Администрирование B2C","Ошибочный наличный платёж","22.09.2021 22:59:39","нет","105","105","105","OBO","22.09.2021 16:44:55","105"
"TT16906049","Закрыта","22.09.2021 16:19:59","Претензия","Технологическая заявка","Низкая скорость передачи данных","22.01.2022 8:19:59","нет","641","641","641","Technology TT","23.09.2021 3:01:44","641"
"TT16905030","Назначена на группу","22.09.2021 14:39:30","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","25.09.2021 14:39:29","нет","","","","","",""
"TT16905454","Закрыта","22.09.2021 15:18:44","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 15:18:44","нет","703","703","703","Technology TT","23.09.2021 3:01:44","703"
"TT16906289","Закрыта","22.09.2021 16:44:17","Претензия","Сеть","Сеть занята","25.09.2021 16:44:17","нет","2203","1339","1339","OBO","24.09.2021 5:27:57","1339"
"TT16906289","Закрыта","22.09.2021 16:44:17","Претензия","Сеть","Сеть занята","25.09.2021 16:44:17","нет","2203","864","864","Tech KYA-ETK","23.09.2021 7:08:15","864"
"TT16904029","Закрыта","22.09.2021 12:57:04","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","22.01.2022 4:57:04","нет","844","844","844","Technology TT","23.09.2021 3:01:44","844"
"TT16900494","Закрыта","22.09.2021 5:17:25","MVNO","Передача данных (MVNO)","Нет соединения","25.09.2021 5:17:25","нет","3012","534","10","OBO","23.09.2021 17:21:59","544"
"TT16900494","Закрыта","22.09.2021 5:17:25","MVNO","Передача данных (MVNO)","Нет соединения","25.09.2021 5:17:25","нет","3012","1618","1618","Tech MOS SEA","23.09.2021 17:11:42","1618"
"TT16900494","Закрыта","22.09.2021 5:17:25","MVNO","Передача данных (MVNO)","Нет соединения","25.09.2021 5:17:25","нет","3012","850","850","VTB L2","24.09.2021 7:31:28","850"
"TT16903734","Назначена на группу","22.09.2021 12:24:24","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","02.10.2021 12:24:24","нет","","","","","",""
"TT16901857","Закрыта","22.09.2021 9:51:24","Претензия","Технологическая заявка","Длительные проблемы с сетью","22.09.2022 9:51:24","нет","1030","1030","1030","Technology TT","23.09.2021 3:01:44","1030"
"TT16900897","Закрыта","22.09.2021 7:26:24","Претензия","Тарификация","Текущие акции компании","26.09.2021 7:26:24","нет","4","4","4","OBO","22.09.2021 7:30:00","4"
"TT16903478","Закрыта","22.09.2021 11:58:49","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 11:58:49","нет","1454","1454","1454","OBO","23.09.2021 12:12:02","1454"
"TT16902701","Закрыта","22.09.2021 11:01:24","Администрирование","Администрирование B2C","Корректировка регистрационных данных","24.09.2021 11:01:24","нет","1414","1414","1414","OBO","23.09.2021 10:35:20","1414"
"TT16906330","Закрыта","22.09.2021 16:48:47","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","22.01.2022 8:48:47","нет","613","613","613","Technology TT","23.09.2021 3:01:44","613"
