#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16913211","Закрыта","23.09.2021 14:42:52","Претензия","NPS","Передача данных - Нет соединения","23.09.2022 14:42:52","нет","738","738","738","NPS","24.09.2021 3:00:25","738"
"TT16913968","Закрыта","23.09.2021 16:00:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 16:00:50","нет","826","826","826","OBO","24.09.2021 5:46:11","826"
"TT16911091","Закрыта","23.09.2021 11:21:53","Претензия","Черный список КЦ","Внесение абонента в черный список","23.09.2021 13:21:53","нет","89","89","89","Черный список КЦ","23.09.2021 12:50:12","89"
"TT16915806","Закрыта","23.09.2021 20:40:46","Претензия","CCB","Жалоба на сотрудника телемаркетинга","24.09.2021 20:40:46","нет","381","381","381","Technology TT","24.09.2021 3:01:48","381"
"TT16915818","Закрыта","23.09.2021 20:44:53","Претензия","Технологическая заявка","Длительные проблемы с сетью","23.09.2022 20:44:53","нет","377","377","377","Technology TT","24.09.2021 3:01:48","377"
"TT16911036","Закрыта","23.09.2021 11:16:43","MVNO","SMS (MVNO)","Не получить от Банков/Сервисов","24.09.2021 11:16:43","нет","139","110","110","OBO","23.09.2021 13:06:27","110"
"TT16911036","Закрыта","23.09.2021 11:16:43","MVNO","SMS (MVNO)","Не получить от Банков/Сервисов","24.09.2021 11:16:43","нет","139","29","29","GPB L2","23.09.2021 13:35:48","29"
"TT16913806","Внешний запрос","23.09.2021 15:42:02","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 3:42:02","нет","38","38","38","OBO","25.09.2021 18:55:43","38"
"TT16913043","Назначена на группу","23.09.2021 14:25:55","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","23.11.2021 14:25:55","нет","","","","","",""
"TT16908548","В работе","23.09.2021 3:52:01","Претензия","CCB","Обратная связь на работу оператора КЦ","28.09.2021 3:52:01","нет","2614","2614","2614","Мониторинг","24.09.2021 23:26:15","2614"
"TT16909825","Закрыта","23.09.2021 9:28:39","Администрирование","Администрирование B2C","Ошибочный наличный платёж","23.09.2021 17:28:39","нет","26","26","26","OBO","23.09.2021 9:54:54","26"
"TT16915605","Закрыта","23.09.2021 19:52:42","Администрирование","Администрирование B2C","Ошибочный наличный платёж","24.09.2021 3:52:42","нет","25","25","25","OBO","23.09.2021 20:17:36","25"
"TT16914335","Закрыта","23.09.2021 16:40:43","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 4:40:43","нет","283","283","283","OBO","24.09.2021 3:14:53","283"
"TT16909610","Закрыта","23.09.2021 8:57:12","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","23.01.2022 0:57:12","нет","1084","1084","1084","Technology TT","24.09.2021 3:01:48","1084"
"TT16912884","Закрыта","23.09.2021 14:07:51","Администрирование","Администрирование B2C","Отзыв согласия на использование ПЭП","26.09.2021 14:07:51","нет","2608","2608","2608","OBO","25.09.2021 9:35:47","2608"
"TT16909995","Закрыта","23.09.2021 9:49:26","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","23.01.2022 1:49:26","нет","1032","1032","1032","Technology TT","24.09.2021 3:01:48","1032"
"TT16911629","Закрыта","23.09.2021 12:00:36","Администрирование","Администрирование B2B","Отправка разовых счетов ЭЦП","27.09.2021 12:00:36","нет","1274","0","0","Corp ARH","24.09.2021 14:50:51","0"
"TT16911629","Закрыта","23.09.2021 12:00:36","Администрирование","Администрирование B2B","Отправка разовых счетов ЭЦП","27.09.2021 12:00:36","нет","1274","1274","1274","B2B Admin","24.09.2021 9:14:30","1274"
"TT16914898","Закрыта","23.09.2021 17:51:44","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","23.01.2022 9:51:44","нет","550","550","550","Technology TT","24.09.2021 3:01:48","550"
"TT16913108","Закрыта","23.09.2021 14:32:16","Претензия","Телефония","Биллинговый ответ системы","26.09.2021 14:32:16","нет","1393","1393","1393","OBO","24.09.2021 13:45:13","1393"
"TT16915438","Закрыта","23.09.2021 19:20:59","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.01.2022 11:20:59","нет","460","460","460","Technology TT","24.09.2021 3:01:48","460"
"TT16909150","Закрыта","23.09.2021 7:36:11","Администрирование","Администрирование B2C","Переформление по смерти абонента","28.09.2021 7:36:11","нет","10","10","10","OBO","23.09.2021 7:46:32","10"
"TT16911131","Закрыта","23.09.2021 11:25:37","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 11:25:37","нет","1411","1411","1411","OBO","24.09.2021 10:56:02","1411"
"TT16914904","Назначена на группу","23.09.2021 17:52:12","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","03.10.2021 17:52:12","нет","","","","","",""
"TT16913759","Закрыта","23.09.2021 15:35:52","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","28.09.2021 15:35:52","нет","18","18","18","OBO","23.09.2021 15:53:32","18"
"TT16910505","Закрыта","23.09.2021 10:37:06","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","24.09.2021 10:37:06","нет","339","1","1","Corp MOS","23.09.2021 15:15:00","1"
"TT16910505","Закрыта","23.09.2021 10:37:06","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","24.09.2021 10:37:06","нет","339","270","68","B2B Admin","23.09.2021 19:45:36","338"
"TT16910630","Закрыта","23.09.2021 10:45:11","Администрирование","Администрирование B2B","Заявка потенциального клиента","24.09.2021 10:45:08","нет","15","15","15","DS MOS","23.09.2021 11:00:46","15"
"TT16913823","Закрыта","23.09.2021 15:44:29","Администрирование","Администрирование B2C","Регистрационная форма","25.09.2021 15:44:29","нет","1132","1132","1132","OBO","24.09.2021 10:36:35","1132"
"TT16910011","Закрыта","23.09.2021 9:51:16","Претензия","CCB","Жалоба на сотрудника телемаркетинга","24.09.2021 9:51:16","нет","1030","1030","1030","Technology TT","24.09.2021 3:01:48","1030"
"TT16912209","Закрыта","23.09.2021 12:59:46","Претензия","NPS","Передача данных - Низкая скорость","23.09.2022 12:59:46","нет","841","841","841","NPS","24.09.2021 3:00:25","841"
"TT16915857","Закрыта","23.09.2021 20:56:09","Администрирование","Администрирование B2C","Перенос компенсации на основной баланс","26.09.2021 20:56:09","нет","1089","1089","1089","OBO","24.09.2021 15:05:46","1089"
"TT16915259","Закрыта","23.09.2021 18:49:56","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","23.10.2021 18:49:56","нет","492","492","492","Technology TT","24.09.2021 3:01:48","492"
"TT16914627","Закрыта","23.09.2021 17:15:21","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 5:15:21","нет","707","707","707","OBO","24.09.2021 6:57:56","707"
"TT16916280","Закрыта","24.09.2021 0:23:48","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","24.10.2021 0:23:48","нет","1598","1598","1598","Technology TT","25.09.2021 3:01:21","1598"
"TT16914301","Закрыта","23.09.2021 16:37:31","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 16:37:31","нет","228","228","228","OBO","23.09.2021 20:25:17","228"
"TT16913547","Закрыта","23.09.2021 15:14:57","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 15:14:57","нет","1371","1371","1371","OBO","24.09.2021 14:05:12","1371"
"TT16914722","Закрыта","23.09.2021 17:29:14","Претензия","Технологическая заявка","Длительные проблемы с сетью","23.09.2022 17:29:14","нет","572","572","572","Technology TT","24.09.2021 3:01:48","572"
"TT16909573","Закрыта","23.09.2021 8:51:03","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.01.2022 0:51:03","нет","1090","1090","1090","Technology TT","24.09.2021 3:01:48","1090"
"TT16911786","Закрыта","23.09.2021 12:15:00","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.01.2022 4:15:00","нет","886","886","886","Technology TT","24.09.2021 3:01:48","886"
"TT16913452","Назначена на группу","23.09.2021 15:04:13","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","28.09.2021 15:04:13","нет","","","","","",""
"TT16909416","Закрыта","23.09.2021 8:27:02","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","23.01.2022 0:27:02","нет","1114","1114","1114","Technology TT","24.09.2021 3:01:48","1114"
"TT16915484","Закрыта","23.09.2021 19:28:39","Претензия","NPS","Телефония - Сеть недоступна","23.09.2022 19:28:39","нет","452","452","452","NPS","24.09.2021 3:00:25","452"
"TT16912744","Закрыта","23.09.2021 13:50:57","Претензия","NPS","Передача данных - Низкая скорость","23.09.2022 13:50:57","нет","790","790","790","NPS","24.09.2021 3:00:25","790"
"TT16909273","Закрыта","23.09.2021 8:02:20","Претензия","CCB","Жалоба на сотрудника телемаркетинга","24.09.2021 8:02:20","нет","1139","1139","1139","Technology TT","24.09.2021 3:01:48","1139"
"TT16913191","Закрыта","23.09.2021 14:40:52","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 14:40:52","нет","270","270","270","OBO","23.09.2021 19:10:09","270"
"TT16909648","Закрыта","23.09.2021 9:04:35","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 21:04:35","нет","54","54","54","OBO","23.09.2021 11:57:18","54"
"TT16914215","Закрыта","23.09.2021 16:28:11","Администрирование","Администрирование B2B","Заявка потенциального клиента","24.09.2021 16:28:11","нет","2","2","2","DS SPB","23.09.2021 16:30:52","2"
"TT16912454","Закрыта","23.09.2021 13:22:11","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 13:22:11","нет","119","119","119","OBO","23.09.2021 15:21:32","119"
"TT16912739","Закрыта","23.09.2021 13:50:46","Администрирование","Администрирование B2B","Заявка потенциального клиента","24.09.2021 13:50:46","нет","10","10","10","DS CHE","23.09.2021 14:00:31","10"
"TT16914052","Назначена на группу","23.09.2021 16:10:36","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","03.10.2021 16:10:35","нет","","","","","",""
"TT16911198","Закрыта","23.09.2021 11:32:07","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 11:32:07","нет","103","103","103","OBO","23.09.2021 13:15:23","103"
"TT16914444","Закрыта","23.09.2021 16:53:01","Претензия","Интернет магазин","Жалоба на задержку доставки","26.09.2021 16:53:01","нет","946","946","946","OBO","25.09.2021 12:20:07","946"
"TT16913762","Закрыта","23.09.2021 15:36:10","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 15:36:10","нет","265","265","265","OBO","23.09.2021 20:01:48","265"
"TT16914005","Назначена на группу","23.09.2021 16:05:17","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","23.11.2021 16:05:17","нет","","","","","",""
"TT16911850","Закрыта","23.09.2021 12:21:51","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 0:21:51","нет","114","114","114","OBO","23.09.2021 20:39:53","114"
"TT16912535","Закрыта","23.09.2021 13:29:41","Претензия","Контент","SMS-знакомства","26.09.2021 1:29:41","нет","124","124","124","OBO","25.09.2021 10:08:06","124"
"TT16913128","Назначена на группу","23.09.2021 14:34:10","Претензия","Почта","Escalation_problem","","нет","","","","","",""
"TT16909951","Закрыта","23.09.2021 9:43:58","Администрирование","Администрирование B2B","Бизнес окружение","23.09.2021 21:43:58","нет","451","451","451","OBO","23.09.2021 17:14:42","451"
"TT16913561","Закрыта","23.09.2021 15:16:33","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 3:16:33","нет","6","6","6","OBO","24.09.2021 4:29:37","6"
"TT16911429","В работе","23.09.2021 11:51:38","Администрирование","Администрирование B2C","Непричастность к Договору","23.10.2021 11:51:38","нет","1377","308","308","BO SPB","24.09.2021 10:48:14","308"
"TT16911429","В работе","23.09.2021 11:51:38","Администрирование","Администрирование B2C","Непричастность к Договору","23.10.2021 11:51:38","нет","1377","1069","1069","OBO","24.09.2021 5:40:29","1069"
"TT16915836","Закрыта","23.09.2021 20:49:40","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 20:49:40","нет","762","762","762","OBO","24.09.2021 9:31:50","762"
"TT16909135","Позвонить","23.09.2021 7:33:10","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","03.10.2021 7:33:10","нет","4119","4119","4119","OBO","26.09.2021 4:12:49","4119"
"TT16913089","Закрыта","23.09.2021 14:31:00","Претензия","Телефония","Исходящие местные вызовы","26.09.2021 14:31:00","нет","3011","28","28","Tech VLG","23.09.2021 14:59:09","28"
"TT16913089","Закрыта","23.09.2021 14:31:00","Претензия","Телефония","Исходящие местные вызовы","26.09.2021 14:31:00","нет","3011","2983","2983","OBO","25.09.2021 16:42:20","2983"
"TT16912407","Назначена на группу","23.09.2021 13:18:17","Претензия","Сеть","Поиск сети","07.10.2021 13:18:17","нет","3066","0","0","Tech MOS NWS","25.09.2021 16:24:58","0"
"TT16912407","Назначена на группу","23.09.2021 13:18:17","Претензия","Сеть","Поиск сети","07.10.2021 13:18:17","нет","3066","35","35","Tech HAN","23.09.2021 13:53:48","35"
"TT16912407","Назначена на группу","23.09.2021 13:18:17","Претензия","Сеть","Поиск сети","07.10.2021 13:18:17","нет","3066","3031","3031","OBO","25.09.2021 16:24:30","3031"
"TT16911724","Закрыта","23.09.2021 12:08:58","Администрирование","Администрирование B2B","Переоформление с юр.лица на физ.лицо","24.09.2021 12:08:58","нет","1308","1308","1308","B2B Admin","24.09.2021 9:56:18","1308"
"TT16915357","Закрыта","23.09.2021 19:05:49","Администрирование","Администрирование B2C","Блокировка. Подозрение в мошенничестве","30.09.2021 19:05:49","нет","2228","758","758","Subscriber_claim_RA_FM","25.09.2021 1:54:29","758"
"TT16915357","Закрыта","23.09.2021 19:05:49","Администрирование","Администрирование B2C","Блокировка. Подозрение в мошенничестве","30.09.2021 19:05:49","нет","2228","1091","379","OBO","25.09.2021 8:13:32","1470"
"TT16910833","Возвращена на доработку","23.09.2021 10:57:31","Администрирование","Документация В2С","Копии документов для Tele2","26.09.2021 10:57:31","нет","2866","2866","2866","OBO","25.09.2021 10:43:02","2866"
"TT16915076","Закрыта","23.09.2021 18:16:13","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 18:16:13","нет","1307","1307","1307","OBO","24.09.2021 16:40:08","1307"
"TT16908576","Закрыта","23.09.2021 4:08:57","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","22.01.2022 20:08:57","нет","1373","1373","1373","Technology TT","24.09.2021 3:01:48","1373"
"TT16915034","Позвонить","23.09.2021 18:09:46","Претензия","CCB","Обратная связь на работу оператора КЦ","28.09.2021 18:09:46","нет","3018","3018","3018","Мониторинг","25.09.2021 20:27:10","3018"
"TT16909866","Закрыта","23.09.2021 9:34:43","Претензия","Жалобы на обслуживание клиентов","Разовое начисление компенсации","26.09.2021 9:34:43","нет","360","360","360","OBO","24.09.2021 12:27:35","360"
"TT16913502","Закрыта","23.09.2021 15:10:08","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 15:10:08","нет","1346","1346","1346","OBO","24.09.2021 13:36:34","1346"
"TT16911782","Закрыта","23.09.2021 12:14:37","Претензия","CCB","Жалоба на сотрудника телемаркетинга","24.09.2021 12:14:37","нет","887","887","887","Technology TT","24.09.2021 3:01:48","887"
"TT16909490","Закрыта","23.09.2021 8:38:23","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","23.01.2022 0:38:23","нет","864","864","864","Technology TT","23.09.2021 23:02:22","864"
"TT16910815","Закрыта","23.09.2021 10:55:58","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.01.2022 2:55:58","нет","966","966","966","Technology TT","24.09.2021 3:01:48","966"
"TT16909234","Закрыта","23.09.2021 7:54:09","Администрирование","Администрирование B2B","Смена тарифного плана","26.09.2021 19:54:09","нет","521","521","521","B2B Admin","23.09.2021 16:36:00","521"
"TT16909054","Закрыта","23.09.2021 7:14:48","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 7:14:48","нет","1518","1518","1518","OBO","24.09.2021 8:32:28","1518"
"TT16913820","Назначена на группу","23.09.2021 15:44:20","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","03.10.2021 15:44:20","нет","","","","","",""
"TT16913017","Закрыта","23.09.2021 14:23:44","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","23.01.2022 6:23:44","нет","758","758","758","Technology TT","24.09.2021 3:01:48","758"
"TT16916038","Закрыта","23.09.2021 22:01:01","Претензия","Технологическая заявка","Пилот Москва выше 1,5 Мб/с","23.10.2021 22:01:01","нет","300","300","300","Technology TT","24.09.2021 3:01:48","300"
"TT16911286","Закрыта","23.09.2021 11:39:59","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 11:39:59","нет","124","124","124","OBO","23.09.2021 13:44:31","124"
"TT16908812","Закрыта","23.09.2021 6:08:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","28.09.2021 6:08:00","нет","81","81","81","OBO","23.09.2021 7:29:16","81"
"TT16914234","Закрыта","23.09.2021 16:31:16","Претензия","Технологическая заявка","Претензии к дилеру - Сотрудника ЦО нет на рабочем месте","30.09.2021 16:31:16","нет","630","630","630","Technology TT","24.09.2021 3:01:48","630"
"TT16909881","Закрыта","23.09.2021 9:36:39","Претензия","Контент","Абонент ничего не заказывал","25.09.2021 21:36:39","нет","99","99","99","OBO","24.09.2021 11:11:38","99"
"TT16915410","Назначена на группу","23.09.2021 19:16:03","Претензия","NPS","Претензии к дилеру","26.09.2021 19:16:02","нет","","","","","",""
"TT16910310","Закрыта","23.09.2021 10:17:28","Администрирование","Администрирование B2C","Перечисление на номер телефона","08.10.2021 10:17:28","нет","1208","1208","1208","OBO","24.09.2021 6:25:04","1208"
"TT16913449","Закрыта","23.09.2021 15:04:13","Администрирование","Одобрение ЭРФ","Переоформление","24.09.2021 15:04:13","нет","1070","1070","1070","OBO","24.09.2021 8:54:33","1070"
"TT16914900","Назначена на группу","23.09.2021 17:51:54","Претензия","Письменная претензия","Ответ на письменную претензию","23.10.2021 17:51:54","нет","840","840","840","OBO","24.09.2021 7:51:08","840"
"TT16911950","Закрыта","23.09.2021 12:29:43","Администрирование","Администрирование B2B","Добавление платных услуг","23.09.2021 20:29:43","нет","6","6","6","B2B Admin","23.09.2021 12:36:06","6"
"TT16912543","Закрыта","23.09.2021 13:30:28","Претензия","Технологическая заявка","Длительные проблемы с сетью","23.09.2022 13:30:28","нет","811","811","811","Technology TT","24.09.2021 3:01:48","811"
"TT16913308","Назначена на группу","23.09.2021 14:50:54","Администрирование","Администрирование B2B","Создание/Изменение/Отключение Корпоративной АТС","26.09.2021 22:50:54","нет","176","1","1","Corp KRA","23.09.2021 17:55:08","1"
"TT16913308","Назначена на группу","23.09.2021 14:50:54","Администрирование","Администрирование B2B","Создание/Изменение/Отключение Корпоративной АТС","26.09.2021 22:50:54","нет","176","175","175","B2B Admin","23.09.2021 17:45:10","175"
"TT16910224","Назначена на группу","23.09.2021 10:09:04","Претензия","NPS","Претензии к дилеру","26.09.2021 10:09:04","нет","","","","","",""
"TT16914710","Закрыта","23.09.2021 17:27:19","Претензия","CCB","Жалоба на сотрудника телемаркетинга","24.09.2021 17:27:19","нет","574","574","574","Technology TT","24.09.2021 3:01:48","574"
